"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)","passive-aggressive",5,0.993395886920667,0.99621506816996,0.997162899324222,0.996686200286129,0.957400954512969,0.951465698012721,0.997171853825212,0.973563217040948
"Disparity Indicators (DI)","passive-aggressive",10,0.99387755907566,0.996217367395526,0.997646870222859,0.996928513515173,0.970127660271394,0.962802994795043,0.997653525980205,0.979641897828614
"Disparity Indicators (DI)","passive-aggressive",50,0.992929686454466,0.996213968676826,0.996695609604596,0.996451186522211,0.987037077401342,0.992105858606851,0.996705653359012,0.994383860327658
"Disparity Indicators (DI)","passive-aggressive",100,0.992929686454466,0.996213968676826,0.996695609604596,0.996451186522211,0.987037077401342,0.992105858606851,0.996705653359012,0.994383860327658
"Preventive Behaviors (PB)","arow",5,0.97410552984762,1,0.97410552984762,0.986870457187696,0.982047387513524,0.97564344005022,0.97410552984762,0.974510977772301
"Preventive Behaviors (PB)","arow",10,0.972236370969116,1,0.972236370969116,0.985904535273906,0.982596469591142,0.964709483088225,0.972236370969116,0.968166803112708
"Preventive Behaviors (PB)","arow",50,0.970400573224889,1,0.970400573224889,0.984956237946892,0.982049670549048,0.98390977443609,0.970400573224889,0.976885487370853
"Preventive Behaviors (PB)","arow",100,0.964861689575743,1,0.964861689575743,0.982094606856043,0.981770747675108,0.9849379132398,0.964861689575743,0.974767683471467
"Preventive Behaviors (PB)","averaged-perceptron",5,0.81451963113371,1,0.81451963113371,0.886257637945586,0.824663773684373,0.953356305092154,0.81451963113371,0.867888871323705
"Preventive Behaviors (PB)","averaged-perceptron",10,0.942669996428892,1,0.942669996428892,0.970055890132139,0.94917797422062,0.972570413850935,0.942669996428892,0.956522622133217
"Preventive Behaviors (PB)","averaged-perceptron",50,0.96679851474244,1,0.96679851474244,0.982991577291703,0.983177102419318,0.986965885267772,0.96679851474244,0.976550718801176
"Preventive Behaviors (PB)","averaged-perceptron",100,0.977859592812864,1,0.977859592812864,0.988749283982233,0.985661127244304,0.988852677720602,0.977859592812864,0.983220437850216
"Preventive Behaviors (PB)","l2sgd",5,0.918779682849819,1,0.918779682849819,0.957146992489679,0.912233059007548,0.988746438746439,0.918779682849819,0.951696515200022
"Preventive Behaviors (PB)","l2sgd",10,0.946476907172269,1,0.946476907172269,0.97243762029845,0.961719280769708,0.988814396612562,0.946476907172269,0.966986106419343
"Preventive Behaviors (PB)","l2sgd",50,0.966730848454247,1,0.966730848454247,0.983069772041735,0.983438560841182,0.987016780365404,0.966730848454247,0.97668752815978
"Preventive Behaviors (PB)","l2sgd",100,0.970367212090611,1,0.970367212090611,0.984938613360117,0.985376888506335,0.970067627823031,0.970367212090611,0.96986491607401
"Preventive Behaviors (PB)","lbfgs",5,0.939051557617964,1,0.939051557617964,0.968499010988152,0.937581000454435,0.988420556341348,0.939051557617964,0.96298588516911
"Preventive Behaviors (PB)","lbfgs",10,0.968549030272429,1,0.968549030272429,0.984008498786913,0.985646669594985,0.988851642750725,0.968549030272429,0.978564157870193
"Preventive Behaviors (PB)","lbfgs",50,0.979593436436444,1,0.979593436436444,0.989669430998157,0.986478850332313,0.961727524167057,0.979593436436444,0.970179584484462
"Preventive Behaviors (PB)","lbfgs",100,0.979593436436444,1,0.979593436436444,0.989669430998157,0.986478850332313,0.961727524167057,0.979593436436444,0.970179584484462
"Preventive Behaviors (PB)","passive-aggressive",5,0.979660467604393,1,0.979660467604393,0.989669747475803,0.957400954512969,0.958952100014047,0.979660467604393,0.968051505787355
"Preventive Behaviors (PB)","passive-aggressive",10,0.975990742833751,1,0.975990742833751,0.987817895623951,0.970127660271394,0.998076923076923,0.975990742833751,0.986888082940584
"Preventive Behaviors (PB)","passive-aggressive",50,0.981529626482898,1,0.981529626482898,0.990635669389592,0.987037077401342,0.985408451319631,0.981529626482898,0.983329306696793
"Preventive Behaviors (PB)","passive-aggressive",100,0.981529626482898,1,0.981529626482898,0.990635669389592,0.987037077401342,0.985408451319631,0.981529626482898,0.983329306696793
"Risk Indicator (RI)","arow",5,0.980514288164298,1,0.980514288164298,0.990129738240317,0.982047387513524,0.9836727138097,0.980514288164298,0.981967679090415
"Risk Indicator (RI)","arow",10,0.977697386755847,1,0.977697386755847,0.988691035099486,0.982596469591142,0.986032863849765,0.977697386755847,0.981778511003863
"Risk Indicator (RI)","arow",50,0.977697386755847,1,0.977697386755847,0.988691035099486,0.982049670549048,0.980852683669585,0.977697386755847,0.979116345583077
"Risk Indicator (RI)","arow",100,0.977697386755847,1,0.977697386755847,0.988691035099486,0.981770747675108,0.972972972972973,0.977697386755847,0.975128336204781
"Risk Indicator (RI)","averaged-perceptron",5,0.274266297939846,1,0.274266297939846,0.393082789947638,0.824663773684373,1,0.274266297939846,0.393082789947638
"Risk Indicator (RI)","averaged-perceptron",10,0.822061440178361,1,0.822061440178361,0.89027083245603,0.94917797422062,0.982839374555793,0.822061440178361,0.882080613080559
"Risk Indicator (RI)","averaged-perceptron",50,0.969362981542221,1,0.969362981542221,0.984415003377411,0.983177102419318,0.986301369863014,0.969362981542221,0.977652299855142
"Risk Indicator (RI)","averaged-perceptron",100,0.974996784359123,1,0.974996784359123,0.987313110423689,0.985661127244304,0.980745814307458,0.974996784359123,0.97773591742023
"Risk Indicator (RI)","l2sgd",5,0.6221546937638,1,0.6221546937638,0.685817057048068,0.912233059007548,0.953846153846154,0.6221546937638,0.684135913870707
"Risk Indicator (RI)","l2sgd",10,0.947138615559414,1,0.947138615559414,0.972824548343353,0.961719280769708,0.991549295774648,0.947138615559414,0.968805635813802
"Risk Indicator (RI)","l2sgd",50,0.966585203764444,1,0.966585203764444,0.982996703367562,0.983438560841182,0.991780821917808,0.966585203764444,0.978973329481174
"Risk Indicator (RI)","l2sgd",100,0.974880485347396,1,0.974880485347396,0.987231631194039,0.985376888506335,0.991891891891892,0.974880485347396,0.983206687883381
"Risk Indicator (RI)","lbfgs",5,0.941504812742513,1,0.941504812742513,0.96984182503295,0.937581000454435,0.956254279627314,0.941504812742513,0.948378024899764
"Risk Indicator (RI)","lbfgs",10,0.974880485347396,1,0.974880485347396,0.987231631194039,0.985646669594985,1,0.974880485347396,0.987231631194039
"Risk Indicator (RI)","lbfgs",50,0.974880485347396,1,0.974880485347396,0.987231631194039,0.986478850332313,1,0.974880485347396,0.987231631194039
"Risk Indicator (RI)","lbfgs",100,0.974880485347396,1,0.974880485347396,0.987231631194039,0.986478850332313,1,0.974880485347396,0.987231631194039
"Risk Indicator (RI)","passive-aggressive",5,0.698472034643171,1,0.698472034643171,0.813122276572351,0.957400954512969,0.986828240252898,0.698472034643171,0.807732972113247
"Risk Indicator (RI)","passive-aggressive",10,0.808292065942076,1,0.808292065942076,0.878660925363053,0.970127660271394,0.986301369863014,0.808292065942076,0.871822135246793
"Risk Indicator (RI)","passive-aggressive",50,0.974958732608742,1,0.974958732608742,0.987312836831866,0.987037077401342,0.986301369863014,0.974958732608742,0.980474046715606
"Risk Indicator (RI)","passive-aggressive",100,0.974958732608742,1,0.974958732608742,0.987312836831866,0.987037077401342,0.986301369863014,0.974958732608742,0.980474046715606
"Risk Perception (RP)","arow",5,0.973891532516621,1,0.973891532516621,0.986752181145819,0.982047387513524,0.987978419107872,0.973891532516621,0.980864613588813
"Risk Perception (RP)","arow",10,0.973919543721103,1,0.973919543721103,0.986766694481327,0.982596469591142,0.98571018651363,0.973919543721103,0.979709448976255
"Risk Perception (RP)","arow",50,0.971566602544632,1,0.971566602544632,0.985554832491021,0.982049670549048,0.974186106126634,0.971566602544632,0.972100200823378
"Risk Perception (RP)","arow",100,0.976272484897573,1,0.976272484897573,0.987964214909616,0.981770747675108,0.971716970324165,0.976272484897573,0.973312516056577
"Risk Perception (RP)","averaged-perceptron",5,0.657481353987378,1,0.657481353987378,0.773846212044539,0.824663773684373,0.898398452611219,0.657481353987378,0.752212194376817
"Risk Perception (RP)","averaged-perceptron",10,0.945432823731902,1,0.945432823731902,0.971397917111368,0.94917797422062,0.944780389158796,0.945432823731902,0.944627236754561
"Risk Perception (RP)","averaged-perceptron",50,0.973976241098849,1,0.973976241098849,0.98679678969587,0.983177102419318,0.963560975609756,0.973976241098849,0.967231837848865
"Risk Perception (RP)","averaged-perceptron",100,0.978710134656272,1,0.978710134656272,0.989206256476594,0.985661127244304,0.964876992925773,0.978710134656272,0.970446131130487
"Risk Perception (RP)","l2sgd",5,0.912687050723904,1,0.912687050723904,0.951393850960086,0.912233059007548,0.958863388158983,0.912687050723904,0.93325696442877
"Risk Perception (RP)","l2sgd",10,0.964508453984003,1,0.964508453984003,0.981919706122444,0.961719280769708,0.981090387374462,0.964508453984003,0.972608697685894
"Risk Perception (RP)","l2sgd",50,0.966861395160474,1,0.966861395160474,0.983131568112749,0.983438560841182,0.997560975609756,0.966861395160474,0.981934228866629
"Risk Perception (RP)","l2sgd",100,0.971595288717897,1,0.971595288717897,0.985584755932072,0.985376888506335,0.997560975609756,0.971595288717897,0.984387416685952
"Risk Perception (RP)","lbfgs",5,0.962098815429786,1,0.962098815429786,0.980677748917596,0.937581000454435,0.95576946762301,0.962098815429786,0.958755702575178
"Risk Perception (RP)","lbfgs",10,0.971595288717897,1,0.971595288717897,0.985584755932072,0.985646669594985,0.997560975609756,0.971595288717897,0.984387416685952
"Risk Perception (RP)","lbfgs",50,0.971595288717897,1,0.971595288717897,0.985584755932072,0.986478850332313,0.997560975609756,0.971595288717897,0.984387416685952
"Risk Perception (RP)","lbfgs",100,0.971595288717897,1,0.971595288717897,0.985584755932072,0.986478850332313,0.997560975609756,0.971595288717897,0.984387416685952
"Risk Perception (RP)","passive-aggressive",5,0.959830582835544,1,0.959830582835544,0.979194966508017,0.957400954512969,0.968853007358754,0.959830582835544,0.964166545060158
"Risk Perception (RP)","passive-aggressive",10,0.978654112247309,1,0.978654112247309,0.989177570303329,0.970127660271394,0.963403785756727,0.978654112247309,0.970777545149004
"Risk Perception (RP)","passive-aggressive",50,0.978654112247309,1,0.978654112247309,0.989191658778956,0.987037077401342,0.969971286320171,0.978654112247309,0.974193609249062
"Risk Perception (RP)","passive-aggressive",100,0.978654112247309,1,0.978654112247309,0.989191658778956,0.987037077401342,0.969971286320171,0.978654112247309,0.974193609249062
