"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","lbfgs",50,0.0194171609930247,0.0193022579456097,0.981818181818182,0.0378565104639472,0.999640216789565,0.99912873366666,0.999501867995019,0.999315204089729
"Clinical History (CH)","lbfgs",100,0.0194171609930247,0.0193022579456097,0.981818181818182,0.0378565104639472,0.999640216789565,0.99912873366666,0.999501867995019,0.999315204089729
"Clinical History (CH)","passive-aggressive",5,0.0195419261875602,0.0194249878174631,0.987878787878788,0.0380970999725851,0.971867184153584,0.917617642928462,0.999626633189554,0.948182740466242
"Clinical History (CH)","passive-aggressive",10,0.0195419261875602,0.0194249878174631,0.987878787878788,0.0380970999725851,0.997529001752973,0.999875699192045,0.999626633189554,0.999751127407554
"Clinical History (CH)","passive-aggressive",50,0.0195419261875602,0.0194249878174631,0.987878787878788,0.0380970999725851,0.999687167585663,0.999875699192045,0.999626633189554,0.999751127407554
"Clinical History (CH)","passive-aggressive",100,0.0195419261875602,0.0194249878174631,0.987878787878788,0.0380970999725851,0.999702815813501,0.999875699192045,0.999626633189554,0.999751127407554
"Disparity Indicators (DI)","arow",5,0.0633574914248105,0.0631864800262042,0.99852811232827,0.118848762290963,0.998717678471452,0.999528499079597,0.999716778162352,0.999622559608432
"Disparity Indicators (DI)","arow",10,0.0632630181836215,0.0632355589329858,0.999503722084367,0.118942470188836,0.998952268530586,0.999403166701869,0.999937017792474,0.999669891292131
"Disparity Indicators (DI)","arow",50,0.0632944795647761,0.0632375388814537,0.999503722084367,0.118945975095223,0.999124242448825,0.999528266814824,0.999905556411319,0.999716849851147
"Disparity Indicators (DI)","arow",100,0.0633259409459308,0.0632395194530367,0.999503722084367,0.118949481039332,0.999390066581596,0.999653919676892,0.999874095030164,0.999763983853957
"Disparity Indicators (DI)","averaged-perceptron",5,0.0637983916891846,0.0630503842472004,0.995511482188904,0.118586426740503,0.888233587016184,0.832601664590126,0.998898162941767,0.905887230440825
"Disparity Indicators (DI)","averaged-perceptron",10,0.0631055874063945,0.0629505505868618,0.994538246179171,0.118403117772645,0.966913139710713,0.946051789469038,0.999465002809504,0.971423602803372
"Disparity Indicators (DI)","averaged-perceptron",50,0.0631055973217295,0.0628954014997419,0.993501976749119,0.11829823882652,0.998013442293909,0.997801377208126,0.999339048309786,0.998569271923845
"Disparity Indicators (DI)","averaged-perceptron",100,0.0631685398913123,0.0630095170482707,0.995524864184037,0.118514425965051,0.998858052590433,0.999088227708783,0.999527955294422,0.999307879049846
"Disparity Indicators (DI)","l2sgd",5,0.0633889132147701,0.0632435603149936,0.999512195121951,0.118956688137187,0.902892727223699,0.882665968958106,0.999811221774385,0.927996305244646
"Disparity Indicators (DI)","l2sgd",10,0.0634518954222964,0.0632475580830883,0.999512195121951,0.118963757846273,0.983250011104642,0.9712353184988,0.999748239566859,0.98510235253328
"Disparity Indicators (DI)","l2sgd",50,0.0633260498976779,0.0632396345493487,0.999512195121951,0.118949731992549,0.996903552134351,0.994443019295029,0.999874085091477,0.997140538968992
"Disparity Indicators (DI)","l2sgd",100,0.0632630676901515,0.0632356367812541,0.999512195121951,0.118942662283463,0.998873848832938,0.998178458441619,0.999937067299004,0.999056877295001
"Disparity Indicators (DI)","lbfgs",5,0.086679731794679,0.0647519662641647,0.999512195121951,0.12162119637798,0.788233204414679,0.848596682061899,0.976520403194476,0.908073224614042
"Disparity Indicators (DI)","lbfgs",10,0.0636722687691063,0.0632614016995834,0.999512195121951,0.118988266456622,0.991115166675447,0.986641387799923,0.999527866220049,0.993042506373697
"Disparity Indicators (DI)","lbfgs",50,0.0632944845224436,0.0632374589310632,0.999481865284974,0.118945701426826,0.999640216789565,0.999716802936667,0.999905561368986,0.999811164820668
"Disparity Indicators (DI)","lbfgs",100,0.0632944845224436,0.0632374589310632,0.999481865284974,0.118945701426826,0.999640216789565,0.999716802936667,0.999905561368986,0.999811164820668
"Disparity Indicators (DI)","passive-aggressive",5,0.0974724858877997,0.0655919401064661,0.995105005144344,0.123013475877063,0.971867184153584,0.98034678725079,0.965161502325039,0.971014117662448
"Disparity Indicators (DI)","passive-aggressive",10,0.0639872343410362,0.063281577115754,0.999503722084367,0.11902383151454,0.997529001752973,0.996071259102859,0.999212801635059,0.997633125842172
"Disparity Indicators (DI)","passive-aggressive",50,0.063388824140397,0.0632435738813637,0.999503722084367,0.118956637470786,0.999687167585663,0.999842628727205,0.999811211835698,0.999826901714067
"Disparity Indicators (DI)","passive-aggressive",100,0.063388824140397,0.0632435738813637,0.999503722084367,0.118956637470786,0.999702815813501,0.999842628727205,0.999811211835698,0.999826901714067
"Preventive Behaviors (PB)","arow",5,0.0509605700105161,0.0486760671117181,0.998148148148148,0.0928083198271191,0.998717678471452,0.999068803003015,0.997498498405242,0.998281109047819
"Preventive Behaviors (PB)","arow",10,0.0514237044809163,0.0486994234582998,0.998148148148148,0.0928507203494349,0.998952268530586,0.998416804818908,0.997035363934842,0.997723205650517
"Preventive Behaviors (PB)","arow",50,0.0511457552353929,0.0486846578011222,0.998148148148148,0.0928240117861005,0.999124242448825,0.998697021949111,0.997313313180365,0.998003788186223
"Preventive Behaviors (PB)","arow",100,0.0496634157395423,0.0486106708788347,0.998148148148148,0.0926896912761077,0.999390066581596,0.998703488951583,0.998795652676216,0.998749560144332
"Preventive Behaviors (PB)","averaged-perceptron",5,0.217361821911647,0.0666549125898955,0.994374563242488,0.123370550276156,0.888233587016184,0.974544046181393,0.830726704586557,0.876024149622435
"Preventive Behaviors (PB)","averaged-perceptron",10,0.141374132077416,0.0566282990942791,0.994374563242488,0.10665975897734,0.966913139710713,0.990527827926443,0.906714394420787,0.936216563187451
"Preventive Behaviors (PB)","averaged-perceptron",50,0.0501268506960186,0.0484697601376444,0.994374563242488,0.092416487692969,0.998013442293909,0.999351850105856,0.997961675802185,0.998654148272926
"Preventive Behaviors (PB)","averaged-perceptron",100,0.0501268506960186,0.048636612716029,0.998148148148148,0.0927362925699164,0.998858052590433,0.999629542902775,0.998332217719739,0.99897896556727
"Preventive Behaviors (PB)","l2sgd",5,0.156937451017867,0.0506217592772717,0.901990343688457,0.0952793953146363,0.902892727223699,0.998780243135455,0.882072798500253,0.919508495947426
"Preventive Behaviors (PB)","l2sgd",10,0.0556865715603213,0.0486543547649816,0.992556381424306,0.0927443725302404,0.983250011104642,0.999160923178451,0.992216683979105,0.995676259596798
"Preventive Behaviors (PB)","l2sgd",50,0.051145884850147,0.0485144577186946,0.994374563242488,0.0924983881902872,0.996903552134351,0.99934900911186,0.996942641648056,0.998144065421513
"Preventive Behaviors (PB)","l2sgd",100,0.0500343448313842,0.0484607266485733,0.994374563242488,0.0924007272724057,0.998873848832938,0.999443885800083,0.998054181666819,0.998748421529101
"Preventive Behaviors (PB)","lbfgs",5,0.0527212902840485,0.0484240715997292,0.990704529572454,0.0923180071851478,0.788233204414679,0.578991112443033,0.994996608443515,0.731998656086995
"Preventive Behaviors (PB)","lbfgs",10,0.0509607426709983,0.0484229672214199,0.992556381424306,0.0923239975595865,0.991115166675447,0.999350992761437,0.996942512868428,0.998144904327682
"Preventive Behaviors (PB)","lbfgs",50,0.0491077746888435,0.0485833808736522,0.998148148148148,0.0926400777389185,0.999640216789565,0.999629414797628,0.999351293726914,0.999490279123303
"Preventive Behaviors (PB)","lbfgs",100,0.0491077746888435,0.0485833808736522,0.998148148148148,0.0926400777389185,0.999640216789565,0.999629414797628,0.999351293726914,0.999490279123303
"Preventive Behaviors (PB)","passive-aggressive",5,0.0869557700072286,0.0490029362429419,0.963285762827047,0.0931891301317518,0.971867184153584,0.99953742250243,0.95797825202634,0.976337119247981
"Preventive Behaviors (PB)","passive-aggressive",10,0.0489223748309763,0.048574130057955,0.998148148148148,0.0926232921155316,0.997529001752973,0.999444529503366,0.999536693584782,0.999490450829889
"Preventive Behaviors (PB)","passive-aggressive",50,0.0488298250854881,0.0485701881243509,0.998148148148148,0.092616039106124,0.999687167585663,0.999352022565346,0.99962924333027,0.999490472243528
"Preventive Behaviors (PB)","passive-aggressive",100,0.0487371466795566,0.0485655864606989,0.998148148148148,0.0926076927071661,0.999702815813501,0.999259344159414,0.999721921736201,0.999490515209873
"Risk Indicator (RI)","arow",5,0.0440925682411358,0.0413120568412685,0.990525793650794,0.0792847353151399,0.998717678471452,0.997561781322052,0.996675600264976,0.997117329860607
"Risk Indicator (RI)","arow",10,0.0426859186247675,0.0412413180594621,0.990525793650794,0.0791563518928199,0.998952268530586,0.998591711040244,0.998082249881345,0.998336736050008
"Risk Indicator (RI)","arow",50,0.0417907779598058,0.0411968218816755,0.990525793650794,0.0790755516859473,0.999124242448825,0.998978125316427,0.998977390546306,0.998977594914368
"Risk Indicator (RI)","arow",100,0.0417907779598058,0.0411968218816755,0.990525793650794,0.0790755516859473,0.999390066581596,0.999232899889924,0.998977390546306,0.999105063598744
"Risk Indicator (RI)","averaged-perceptron",5,0.342039026113288,0.0458574156130152,0.710781882052374,0.0852999134526606,0.888233587016184,0.996655401392029,0.676499410926415,0.774831947285923
"Risk Indicator (RI)","averaged-perceptron",10,0.0885525159072618,0.0427992104447461,0.980580438459537,0.0819999485353596,0.966913139710713,0.997233352449422,0.951449205861268,0.973407348319617
"Risk Indicator (RI)","averaged-perceptron",50,0.0417907778554499,0.040959294154313,0.983859126984127,0.0786169120827109,0.998013442293909,0.997324180969897,0.998466534967393,0.997894000641753
"Risk Indicator (RI)","averaged-perceptron",100,0.0410240044837987,0.0409270222648156,0.983859126984127,0.078557617692709,0.998858052590433,0.997454409767781,0.999233308339044,0.998341793632258
"Risk Indicator (RI)","l2sgd",5,0.235512863647944,0.0718620052496538,0.727946221583517,0.0937371649480164,0.902892727223699,0.999856011519078,0.78121977663051,0.801492265663607
"Risk Indicator (RI)","l2sgd",10,0.0773395062371923,0.0374205740396373,0.876863970501266,0.0716883886433658,0.983250011104642,0.999870884441575,0.952688444664468,0.973638387823293
"Risk Indicator (RI)","l2sgd",50,0.0415351868011368,0.0404788788616036,0.971425658812954,0.0776918894001262,0.996903552134351,0.999616286471194,0.997699598383063,0.998656735826947
"Risk Indicator (RI)","l2sgd",100,0.0414074728803194,0.0405928177212694,0.974704347337544,0.0779121891436735,0.998873848832938,1,0.998082903358194,0.999040326985892
"Risk Indicator (RI)","lbfgs",5,0.263632577935176,0.012439497319623,0.217418801599129,0.0235249738571465,0.788233204414679,0.999833610648919,0.712724183545013,0.831518211519682
"Risk Indicator (RI)","lbfgs",10,0.0416629824326493,0.0404827868484069,0.970898061410357,0.0776973740331829,0.991115166675447,0.999872040946897,0.997571966172941,0.998720491009234
"Risk Indicator (RI)","lbfgs",50,0.0414071462462508,0.0411778740988122,0.990525793650794,0.0790411341762255,0.999640216789565,1,0.999361022259861,0.99968036815575
"Risk Indicator (RI)","lbfgs",100,0.0414071462462508,0.0411778740988122,0.990525793650794,0.0790411341762255,0.999640216789565,1,0.999361022259861,0.99968036815575
"Risk Indicator (RI)","passive-aggressive",5,0.0535456837765418,0.0335489357596483,0.787942821067821,0.06433141245621,0.971867184153584,0.999866577718479,0.970354939884774,0.984706445150958
"Risk Indicator (RI)","passive-aggressive",10,0.0437095085024466,0.0353624758658848,0.84651424963925,0.0678576709130215,0.997529001752973,0.999612384451822,0.984531429914519,0.991924810744934
"Risk Indicator (RI)","passive-aggressive",50,0.0416627373005639,0.0414234900703914,0.996875,0.0795140995938404,0.999687167585663,0.999616695024869,0.999616613314174,0.999616613340288
"Risk Indicator (RI)","passive-aggressive",100,0.0416627373005639,0.0414234900703914,0.996875,0.0795140995938404,0.999702815813501,0.999616695024869,0.999616613314174,0.999616613340288
"Risk Perception (RP)","arow",5,0.0490451823356277,0.0483790541484631,0.989157894736842,0.0922239935321356,0.998717678471452,0.99927437626799,0.998728428401473,0.999000865762687
"Risk Perception (RP)","arow",10,0.0490451823356277,0.0483790541484631,0.989157894736842,0.0922239935321356,0.998952268530586,0.999818346957312,0.998728428401473,0.999272892149101
"Risk Perception (RP)","arow",50,0.0490451823356277,0.0483790541484631,0.989157894736842,0.0922239935321356,0.999124242448825,0.999636858754045,0.998728428401473,0.999182189238617
"Risk Perception (RP)","arow",100,0.0490451823356277,0.0483790541484631,0.989157894736842,0.0922239935321356,0.999390066581596,0.99927437626799,0.998728428401473,0.999000865762687
"Risk Perception (RP)","averaged-perceptron",5,0.137869095620501,0.0260744366410322,0.455527665317139,0.049308819024536,0.888233587016184,0.989300040308048,0.857951397845789,0.918822793893129
"Risk Perception (RP)","averaged-perceptron",10,0.110807071191599,0.0287253024749105,0.524464237516869,0.0544502597364066,0.966913139710713,0.991974968172731,0.891554585001021,0.938976148692768
"Risk Perception (RP)","averaged-perceptron",50,0.0539473421965992,0.048303503693434,0.98195681511471,0.0920519069693937,0.998013442293909,0.998899067742685,0.99310031632685,0.995985387449454
"Risk Perception (RP)","averaged-perceptron",100,0.0515875010358659,0.0485161729050789,0.989649122807018,0.0924725086776044,0.998858052590433,0.999451219410207,0.996186769658337,0.997813625178964
"Risk Perception (RP)","l2sgd",5,0.285917319543167,0.0353378793845531,0.379711201079622,0.0562004457015796,0.902892727223699,0.999584631360332,0.703000357701545,0.764476475438983
"Risk Perception (RP)","l2sgd",10,0.102985931854484,0.0344100002495181,0.648377867746289,0.0653279355873235,0.983250011104642,0.999634703196347,0.912453089622744,0.952649295531681
"Risk Perception (RP)","l2sgd",50,0.0541306433337964,0.0430009167470256,0.862448043184885,0.081899648091965,0.996903552134351,0.999636363636364,0.98201750175067,0.990548076507043
"Risk Perception (RP)","l2sgd",100,0.0490453474747575,0.0478845208126148,0.97795681511471,0.0912764820805022,0.998873848832938,0.999091733886615,0.997639004963315,0.998363633206671
"Risk Perception (RP)","lbfgs",5,0.722784829558286,0.0295402355512064,0.154577597840756,0.0494360043699025,0.788233204414679,1,0.243613470737481,0.389941706591827
"Risk Perception (RP)","lbfgs",10,0.0830129936921948,0.0248542344405022,0.463219973009447,0.0471646063988068,0.991115166675447,0.999605133267522,0.913534111944849,0.954628696821881
"Risk Perception (RP)","lbfgs",50,0.048863694432069,0.0485362067541904,0.993157894736842,0.0925266878650485,0.999640216789565,0.999455370550778,0.999273552668668,0.999364337998812
"Risk Perception (RP)","lbfgs",100,0.048863694432069,0.0485362067541904,0.993157894736842,0.0925266878650485,0.999640216789565,0.999455370550778,0.999273552668668,0.999364337998812
"Risk Perception (RP)","passive-aggressive",5,0.0490451826353358,0.0487084639498433,0.996666666666667,0.0928551229849556,0.971867184153584,0.99553544494721,0.999455040871935,0.997477126415318
"Risk Perception (RP)","passive-aggressive",10,0.048863694432069,0.0485362067541904,0.993157894736842,0.0925266878650485,0.997529001752973,0.996078431372549,0.999273552668668,0.997658203378992
"Risk Perception (RP)","passive-aggressive",50,0.048863694432069,0.0485362067541904,0.993157894736842,0.0925266878650485,0.999687167585663,0.999273882347511,0.999273552668668,0.999273635088328
"Risk Perception (RP)","passive-aggressive",100,0.048863694432069,0.0485362067541904,0.993157894736842,0.0925266878650485,0.999702815813501,0.999636858754045,0.999273552668668,0.999455123179306
