"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)",10,32,32,0.076428750000539,0.0618371151507612,0.963719749537722,0.116210553885077,0.598800281156607,0.574829224303014,0.98199844010875,0.725050303131142
"Disparity Indicators (DI)",10,32,64,0.0754145275997107,0.0615719855351994,0.959925711597343,0.115712307880875,0.608098441154273,0.582328625289712,0.98254199517053,0.731250152528263
"Disparity Indicators (DI)",10,64,16,0.0790803155609454,0.0618606437957282,0.959925711597343,0.116212887095595,0.601706308236508,0.579185311388362,0.978876207209295,0.727707617256902
"Disparity Indicators (DI)",10,64,32,0.0669702013913291,0.061036702283771,0.959925711597343,0.11476836660084,0.603874623267806,0.577750165948583,0.990986321378911,0.729902976568444
"Disparity Indicators (DI)",10,64,64,0.0643139368914665,0.0608667067233439,0.959925711597343,0.114469086082216,0.612524373411031,0.583564779361198,0.993642585878774,0.735289662911965
"Disparity Indicators (DI)",50,32,16,0.0662309490794958,0.0609903795687992,0.959925711597343,0.114686589598715,0.614130656055512,0.584055808818961,0.991725573690745,0.735151374233066
"Disparity Indicators (DI)",50,32,32,0.064515838158129,0.0608496933251133,0.959416805744926,0.114435307722632,0.611003528841746,0.581739982803049,0.993373423808345,0.733766118022253
"Disparity Indicators (DI)",50,32,64,0.0682158667549008,0.0611362607344469,0.96043461744976,0.114949446953459,0.612507001871921,0.582529103674522,0.989807916819106,0.733411281769121
"Disparity Indicators (DI)",50,64,16,0.0644148167908794,0.0608730661044564,0.959925711597343,0.114480295101819,0.613771759100388,0.583545466575356,0.993541705979361,0.735248373524224
"Disparity Indicators (DI)",50,64,32,0.0694267648433499,0.0611527082096929,0.959386628039391,0.114970711461216,0.608799212685571,0.580417929995348,0.988462485811182,0.731359735218738
"Disparity Indicators (DI)",50,64,64,0.0665003542253095,0.0610341080781503,0.96043461744976,0.114768207388395,0.613823510113314,0.583579517910536,0.991523429348698,0.734718999785674
"Preventive Behaviors (PB)",5,32,16,0.735530782817971,0.00156228550633687,0.0083102766798419,0.00262289902537736,0.607603037663262,0.724790442249248,0.222200179935935,0.337560674327495
"Preventive Behaviors (PB)",5,32,32,0.751142158248581,0.00133836209029984,0.00613636363636364,0.00218931796401528,0.599570552169231,0.682822587761817,0.206409351835967,0.314566988252753
"Preventive Behaviors (PB)",5,32,64,0.78658397990259,0.00169491525423729,0.00363636363636364,0.0023121387283237,0.604833445807664,0.826633042335084,0.170788077512599,0.279308370289475
"Preventive Behaviors (PB)",5,64,16,0.773318054082266,0.0016938914192118,0.0083102766798419,0.00280620005541431,0.598749197790292,0.708003926872673,0.184412908671639,0.287982954851413
"Preventive Behaviors (PB)",5,64,32,0.752041193569666,0.00176524506148854,0.0083102766798419,0.00290347923164747,0.607226932585618,0.77266070262326,0.205689769184239,0.323116487094774
"Preventive Behaviors (PB)",5,64,64,0.773138641685051,4e-04,0.00217391304347826,0.000675675675675676,0.604369239521186,0.772376117530831,0.18405396306078,0.294956563507875
"Preventive Behaviors (PB)",10,32,16,0.76972730926509,0.0016721904725469,0.0083102766798419,0.0027754849614411,0.604148243068697,0.760633902150202,0.188003653488816,0.297316200236298
"Preventive Behaviors (PB)",10,32,32,0.773678530034562,0.00163779825877855,0.0083102766798419,0.00273097295974712,0.598800281156607,0.691130672277057,0.184052432719344,0.277997611426913
"Preventive Behaviors (PB)",10,32,64,0.72475774292358,0.00159650368869532,0.0083102766798419,0.00267011725798195,0.608098441154273,0.711218752475503,0.232973219830325,0.349861569866424
"Preventive Behaviors (PB)",10,64,16,0.741449861584644,0.00172602305394145,0.0083102766798419,0.00285066822684488,0.601706308236508,0.686735958707366,0.216281101169261,0.326276172112761
"Preventive Behaviors (PB)",10,64,32,0.76442475673612,0.00191852373573743,0.0083102766798419,0.00310976740554205,0.603874623267806,0.74210358101,0.193306206017786,0.303187834683607
"Preventive Behaviors (PB)",10,64,64,0.731487862378811,0.00164763631689702,0.0083102766798419,0.00274198337970387,0.612524373411031,0.781163091995723,0.226243100375095,0.350534969976527
"Preventive Behaviors (PB)",50,32,16,0.727808478574817,0.00162288166011402,0.0083102766798419,0.00270908929075692,0.614130656055512,0.787280547722286,0.229922484179089,0.355652358530028
"Preventive Behaviors (PB)",50,32,32,0.740911342487997,0.0017094095140693,0.0083102766798419,0.00282851750562338,0.611003528841746,0.792884089641103,0.216819620265909,0.340300344198995
"Preventive Behaviors (PB)",50,32,64,0.733463573443905,0.00165325454068497,0.0083102766798419,0.00274609717120974,0.612507001871921,0.78923730196656,0.224267389310001,0.348457002956692
"Preventive Behaviors (PB)",50,64,16,0.731399183119851,0.00161876609450944,0.0083102766798419,0.0027037880950188,0.613771759100388,0.800443557157098,0.226331779634055,0.352794481340133
"Preventive Behaviors (PB)",50,64,32,0.753472747438088,0.00118585362823062,0.00613636363636364,0.00198073277192364,0.608799212685571,0.799303435051457,0.20407876264646,0.320534046561198
"Preventive Behaviors (PB)",50,64,64,0.730141484092906,0.00163501678660074,0.0083102766798419,0.00272733438342787,0.613823510113314,0.791930581376692,0.227589478661,0.353293081767127
"Risk Indicator (RI)",5,32,16,0.952363337181751,0,0,0,0.607603037663262,0.166666666666667,0.000153846153846154,0.00153139356814701
"Risk Indicator (RI)",5,32,32,0.952517183335597,NA,0,NA,0.599570552169231,NA,0,NA
"Risk Indicator (RI)",5,32,64,0.952517183335597,NA,0,NA,0.604833445807664,NA,0,NA
"Risk Indicator (RI)",5,64,16,0.952517183335597,NA,0,NA,0.598749197790292,0,0,NA
"Risk Indicator (RI)",5,64,32,0.952517183335597,NA,0,NA,0.607226932585618,0,0,NA
"Risk Indicator (RI)",5,64,64,0.952517183335597,NA,0,NA,0.604369239521186,NA,0,NA
"Risk Indicator (RI)",10,32,16,0.952517183335597,NA,0,NA,0.604148243068697,0,0,NA
"Risk Indicator (RI)",10,32,32,0.952517183335597,NA,0,NA,0.598800281156607,0,0,NA
"Risk Indicator (RI)",10,32,64,0.952517183335597,NA,0,NA,0.608098441154273,0,0,NA
"Risk Indicator (RI)",10,64,16,0.952209963673538,0,0,0,0.601706308236508,0.25,0.000307219662058372,0.00305343511450382
"Risk Indicator (RI)",10,64,32,0.952209727350721,0,0,0,0.603874623267806,0.166666666666667,0.00030745598487534,0.00153256794971768
"Risk Indicator (RI)",10,64,64,0.952517183335597,NA,0,NA,0.612524373411031,NA,0,NA
"Risk Indicator (RI)",50,32,16,0.952517183335597,NA,0,NA,0.614130656055512,0,0,NA
"Risk Indicator (RI)",50,32,32,0.952056117519692,0,0,0,0.611003528841746,0.138888888888889,0.000461065815904526,0.00229241434132542
"Risk Indicator (RI)",50,32,64,0.952363337181751,0,0,0,0.612507001871921,0.125,0.000153846153846154,0.00153374233128834
"Risk Indicator (RI)",50,64,16,0.952517183335597,NA,0,NA,0.613771759100388,0,0,NA
"Risk Indicator (RI)",50,64,32,0.952209963673538,0,0,0,0.608799212685571,0.166666666666667,0.000307219662058372,0.00305810397553517
"Risk Indicator (RI)",50,64,64,0.952056117519692,0,0,0,0.613823510113314,0.152777777777778,0.000461065815904526,0.00229357798165138
"Risk Perception (RP)",5,32,16,0.18683589415671,0.00479497732148846,0.0732519858969458,0.00898461338772078,0.607603037663262,0.800467211951342,0.767174506061599,0.779770924358121
"Risk Perception (RP)",5,32,32,0.184999635231003,0.00494068704463058,0.0754968838561294,0.00925154504273551,0.599570552169231,0.807785635124067,0.769009501363866,0.786360317673627
"Risk Perception (RP)",5,32,64,0.150050912358093,0.00644349455616622,0.0956663753815532,0.0120521343277724,0.604833445807664,0.784113009268501,0.806423556166011,0.793778263499098
"Risk Perception (RP)",5,64,16,0.199167786433353,0.00441106779083244,0.0612804104692725,0.00822194651643762,0.598749197790292,0.784622436827829,0.754021261146193,0.765016895310156
"Risk Perception (RP)",5,64,32,0.150683365413633,0.00609776738107022,0.0923330420482198,0.011424587372374,0.607226932585618,0.797967637075722,0.805380425492402,0.800484834118024
"Risk Perception (RP)",5,64,64,0.133443320087257,0.00596793525946547,0.0923330420482198,0.0111971507688381,0.604369239521186,0.782747138473246,0.822620470818778,0.800532607938644
"Risk Perception (RP)",10,32,16,0.158883228521094,0.00642307042164656,0.0956663753815532,0.0120193683948111,0.604148243068697,0.799112357729863,0.797591240003011,0.796873514632611
"Risk Perception (RP)",10,32,32,0.178416143254812,0.00657340147384922,0.0956663753815532,0.01228120600588,0.598800281156607,0.815406687992341,0.778058325269292,0.795799987498582
"Risk Perception (RP)",10,32,64,0.179862779325471,0.00543312024628847,0.0746137438026058,0.010122751901466,0.608098441154273,0.815399506877472,0.774968978726354,0.794027087102869
"Risk Perception (RP)",10,64,16,0.197088695142674,0.00575148002562169,0.0834214774223695,0.0107437671904918,0.601706308236508,0.803086459776305,0.758155004150661,0.778081547753783
"Risk Perception (RP)",10,64,32,0.188858693165963,0.0030725771043317,0.0501901849053627,0.00577474558779987,0.603874623267806,0.818841050847177,0.762280757193555,0.788683194013199
"Risk Perception (RP)",10,64,64,0.181706616528651,0.0066349393034003,0.0956663753815532,0.0123881929704077,0.612524373411031,0.812536750810165,0.774767851995453,0.792845975459767
"Risk Perception (RP)",50,32,16,0.158887014196662,0.00644288707009296,0.0956663753815532,0.0120523908979203,0.614130656055512,0.817211559587007,0.797587454327442,0.807153329431008
"Risk Perception (RP)",50,32,32,0.176554165544519,0.00622595246978186,0.0923330420482198,0.0116460805651064,0.611003528841746,0.815460091810525,0.779509625361515,0.796501765993204
"Risk Perception (RP)",50,32,64,0.153770407867582,0.00635319684348894,0.0956663753815532,0.0118975912287753,0.612507001871921,0.818098976992176,0.802704060656523,0.81006231576213
"Risk Perception (RP)",50,64,16,0.166689472926927,0.00649442478466112,0.0956663753815532,0.0121417594063796,0.613771759100388,0.815632654186858,0.789784995597177,0.802299072137078
"Risk Perception (RP)",50,64,32,0.143908232540262,0.00603095237223007,0.0923330420482198,0.0113038231884247,0.608799212685571,0.799487814989605,0.812155558365772,0.804996376553277
"Risk Perception (RP)",50,64,64,0.156247332535398,0.00637007180824122,0.0956663753815532,0.0119226986072292,0.613823510113314,0.817729452823226,0.800227135988707,0.808549667924478
