"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Risk Perception (RP)",10,32,16,0.101842270557991,1,0.101842270557991,0.203496558615033,0.567160900679367,0.189204344454222,0.101842270557991,0.159650714339685
"Risk Perception (RP)",10,32,32,0.202879640482034,1,0.202879640482034,0.326364747775764,0.567235802144253,0.189962516059624,0.202879640482034,0.199854900171369
"Risk Perception (RP)",10,32,64,0.28669178068886,1,0.28669178068886,0.472388671918234,0.574003255338157,0.341302117294606,0.28669178068886,0.344655499118322
"Risk Perception (RP)",10,64,16,0.0963216429848575,1,0.0963216429848575,0.240064720809472,0.566701382564612,0.225047069797214,0.0963216429848575,0.222666073304749
"Risk Perception (RP)",10,64,32,0.0669809829877903,1,0.0669809829877903,0.178742992411588,0.561791005177918,0.0761302198259045,0.0669809829877903,0.118693059871764
"Risk Perception (RP)",10,64,64,0.334012595345204,1,0.334012595345204,0.421918870522,0.561239867597076,0.367980290442351,0.334012595345204,0.28843414248835
"Risk Perception (RP)",50,32,16,0.281075615443426,1,0.281075615443426,0.378573234273253,0.560264561881638,0.241768700640058,0.281075615443426,0.243325112330246
"Risk Perception (RP)",50,32,32,0.195819769714969,1,0.195819769714969,0.258820543205642,0.563987949964179,0.205267514854565,0.195819769714969,0.176504532921922
"Risk Perception (RP)",50,32,64,0.226282630014531,1,0.226282630014531,0.289478187836583,0.570016934912266,0.206008979254994,0.226282630014531,0.211689974348018
"Risk Perception (RP)",50,64,16,0.102807160788216,1,0.102807160788216,0.189415427301623,0.562826027716166,0.13274436094999,0.102807160788216,0.143955979666278
"Risk Perception (RP)",50,64,32,0.0623953125181283,1,0.0623953125181283,0.120381619669411,0.566390887408726,0.0807204711964804,0.0623953125181283,0.0785277227877407
"Risk Perception (RP)",50,64,64,0.267394247306613,1,0.267394247306613,0.361409050399152,0.566090678477338,0.335143686099544,0.267394247306613,0.267405958254947
