"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)",10,64,32,0.986356726019951,0.996190272164079,0.990086167437335,0.993119588489026,0.598612832637031,0.595965705492935,0.990126102179184,0.744032767448117
"Disparity Indicators (DI)",10,64,64,0.984954856861072,0.996183581336089,0.988677716733109,0.992407884167806,0.596122449262075,0.594778647110868,0.988724233020305,0.742710713276568
"Disparity Indicators (DI)",50,32,16,0.989170359884711,0.996200246432835,0.992909712481183,0.994539710966997,0.590888986617778,0.590319885839497,0.992939736043944,0.740397898476373
"Disparity Indicators (DI)",50,32,32,0.984009187954625,0.996178915647001,0.987727554931075,0.991922603163494,0.59446610748806,0.594566162257387,0.987778564113858,0.742264847838071
"Disparity Indicators (DI)",50,32,64,0.985892734815992,0.996186953250893,0.989618898414392,0.992884046793697,0.598060715914697,0.595866487640991,0.989662110975225,0.743818386319533
"Disparity Indicators (DI)",50,64,16,0.986358930180303,0.996189108442981,0.990087277315248,0.993117328354581,0.595571858756328,0.594275026025964,0.990128306339536,0.742714427362193
"Disparity Indicators (DI)",50,64,32,0.984949254620176,0.996182406582227,0.988670945946795,0.992405009032566,0.596121681924564,0.594605798377502,0.988718630779409,0.742575689807429
"Disparity Indicators (DI)",50,64,64,0.98494816026486,0.996182352588398,0.988669841279576,0.992402173533603,0.595296749281449,0.594607582993716,0.988717536424093,0.742574922837807
"Preventive Behaviors (PB)",5,32,16,0,NA,0,NA,0.592520539081768,NA,0,NA
"Preventive Behaviors (PB)",5,32,32,0,NA,0,NA,0.590610827832659,NA,0,NA
"Preventive Behaviors (PB)",5,32,64,0,NA,0,NA,0.593914388694372,NA,0,NA
"Preventive Behaviors (PB)",5,64,16,0,NA,0,NA,0.597504424651659,NA,0,NA
"Preventive Behaviors (PB)",5,64,32,0,NA,0,NA,0.595294476764498,NA,0,NA
"Preventive Behaviors (PB)",5,64,64,0,NA,0,NA,0.595020497790139,NA,0,NA
"Preventive Behaviors (PB)",10,32,16,0,NA,0,NA,0.595845057814468,NA,0,NA
"Preventive Behaviors (PB)",10,32,32,0,NA,0,NA,0.595573372394205,NA,0,NA
"Preventive Behaviors (PB)",10,32,64,0,NA,0,NA,0.597233499173265,NA,0,NA
"Preventive Behaviors (PB)",10,64,16,0,NA,0,NA,0.596125490179332,NA,0,NA
"Preventive Behaviors (PB)",10,64,32,0,NA,0,NA,0.598612832637031,NA,0,NA
"Preventive Behaviors (PB)",10,64,64,0,NA,0,NA,0.596122449262075,NA,0,NA
"Preventive Behaviors (PB)",50,32,16,0,NA,0,NA,0.590888986617778,NA,0,NA
"Preventive Behaviors (PB)",50,32,32,0,NA,0,NA,0.59446610748806,NA,0,NA
"Preventive Behaviors (PB)",50,32,64,0,NA,0,NA,0.598060715914697,NA,0,NA
"Preventive Behaviors (PB)",50,64,16,0,NA,0,NA,0.595571858756328,NA,0,NA
"Preventive Behaviors (PB)",50,64,32,0,NA,0,NA,0.596121681924564,NA,0,NA
"Preventive Behaviors (PB)",50,64,64,0,NA,0,NA,0.595296749281449,NA,0,NA
"Risk Indicator (RI)",5,32,16,0,NA,0,NA,0.592520539081768,NA,0,NA
"Risk Indicator (RI)",5,32,32,0,NA,0,NA,0.590610827832659,NA,0,NA
"Risk Indicator (RI)",5,32,64,0,NA,0,NA,0.593914388694372,NA,0,NA
"Risk Indicator (RI)",5,64,16,0,NA,0,NA,0.597504424651659,NA,0,NA
"Risk Indicator (RI)",5,64,32,0,NA,0,NA,0.595294476764498,NA,0,NA
"Risk Indicator (RI)",5,64,64,0,NA,0,NA,0.595020497790139,NA,0,NA
"Risk Indicator (RI)",10,32,16,0,NA,0,NA,0.595845057814468,NA,0,NA
"Risk Indicator (RI)",10,32,32,0,NA,0,NA,0.595573372394205,NA,0,NA
"Risk Indicator (RI)",10,32,64,0,NA,0,NA,0.597233499173265,NA,0,NA
"Risk Indicator (RI)",10,64,16,0,NA,0,NA,0.596125490179332,NA,0,NA
"Risk Indicator (RI)",10,64,32,0,NA,0,NA,0.598612832637031,NA,0,NA
"Risk Indicator (RI)",10,64,64,0,NA,0,NA,0.596122449262075,NA,0,NA
"Risk Indicator (RI)",50,32,16,0,NA,0,NA,0.590888986617778,NA,0,NA
"Risk Indicator (RI)",50,32,32,0,NA,0,NA,0.59446610748806,NA,0,NA
"Risk Indicator (RI)",50,32,64,0,NA,0,NA,0.598060715914697,NA,0,NA
"Risk Indicator (RI)",50,64,16,0,NA,0,NA,0.595571858756328,NA,0,NA
"Risk Indicator (RI)",50,64,32,0,NA,0,NA,0.596121681924564,NA,0,NA
"Risk Indicator (RI)",50,64,64,0,NA,0,NA,0.595296749281449,NA,0,NA
"Risk Perception (RP)",5,32,16,0.106232308558055,1,0.106232308558055,0.231595207094221,0.592520539081768,0.641883116883117,0.106232308558055,0.214511223632376
"Risk Perception (RP)",5,32,32,0.0758475763519193,1,0.0758475763519193,0.318514851485149,0.590610827832659,0.402626811594203,0.0758475763519193,0.287496002558363
"Risk Perception (RP)",5,32,64,0.11632376682811,1,0.11632376682811,0.246642908476894,0.593914388694372,0.531349206349206,0.11632376682811,0.229041147964706
"Risk Perception (RP)",5,64,16,0.163493983752089,1,0.163493983752089,0.273793473496872,0.597504424651659,0.655064182194617,0.163493983752089,0.252368224716956
"Risk Perception (RP)",5,64,32,0.144643094559202,1,0.144643094559202,0.245594373809998,0.595294476764498,0.629447415329768,0.144643094559202,0.22482217192562
"Risk Perception (RP)",5,64,64,0.137500237416345,1,0.137500237416345,0.235612199121941,0.595020497790139,0.633915631469979,0.137500237416345,0.216632206040972
"Risk Perception (RP)",10,32,16,0.137555608401949,1,0.137555608401949,0.291107634543179,0.595845057814468,0.660562770562771,0.137555608401949,0.270551070551071
"Risk Perception (RP)",10,32,32,0.135119285035393,1,0.135119285035393,0.231015755893487,0.595573372394205,0.72466277683669,0.135119285035393,0.215003534966366
"Risk Perception (RP)",10,32,64,0.15867670800458,1,0.15867670800458,0.267217239402875,0.597233499173265,0.66504247876062,0.15867670800458,0.247650070965255
"Risk Perception (RP)",10,64,16,0.137500237416345,1,0.137500237416345,0.235612199121941,0.596125490179332,0.661387163561077,0.137500237416345,0.219649999349611
"Risk Perception (RP)",10,64,32,0.15867670800458,1,0.15867670800458,0.268244813806552,0.598612832637031,0.717243867243867,0.15867670800458,0.25198685400151
"Risk Perception (RP)",10,64,64,0.144698465544806,1,0.144698465544806,0.246679211082819,0.596122449262075,0.665116883116883,0.144698465544806,0.229134433134433
"Risk Perception (RP)",50,32,16,0.0782838997184752,1,0.0782838997184752,0.222170542635659,0.590888986617778,0.499848484848485,0.0782838997184752,0.207346262518676
"Risk Perception (RP)",50,32,32,0.135119285035393,1,0.135119285035393,0.231015755893487,0.59446610748806,0.589169960474308,0.135119285035393,0.211297040609291
"Risk Perception (RP)",50,32,64,0.156295755623628,1,0.156295755623628,0.26262079617442,0.598060715914697,0.654573687182383,0.156295755623628,0.245315086751543
"Risk Perception (RP)",50,64,16,0.132793703640044,1,0.132793703640044,0.228743055064678,0.595571858756328,0.668557496143703,0.132793703640044,0.213918556382618
"Risk Perception (RP)",50,64,32,0.144698465544806,1,0.144698465544806,0.246679211082819,0.596121681924564,0.671730848861284,0.144698465544806,0.229466258711542
"Risk Perception (RP)",50,64,64,0.137555608401949,1,0.137555608401949,0.236697036394762,0.595296749281449,0.657114711874832,0.137555608401949,0.218692877912127
