"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)","passive-aggressive",5,0.0625272000542562,0.0623328474724399,0.996988475344795,0.117321817007197,0.968493420705346,0.944223497721289,0.999591757766825,0.970347803508815
"Disparity Indicators (DI)","passive-aggressive",10,0.0625585824487329,0.0623621450545852,0.997485987782606,0.117377194465685,0.990612465377333,0.982642448064679,0.999623140161301,0.990932197108066
"Disparity Indicators (DI)","passive-aggressive",50,0.0624957831751846,0.0623310804631799,0.997035379097487,0.117318987958562,0.999686057803462,0.999968583097707,0.999623164823673,0.999795830803934
"Disparity Indicators (DI)","passive-aggressive",100,0.0624958127486677,0.0623310878753269,0.997035379097487,0.117319001848856,0.999686050412413,0.999968583097707,0.999623135250189,0.999795820940883
"Preventive Behaviors (PB)","arow",5,0.0463536252848471,0.0434028725995786,0.987789562937811,0.0831316476200905,0.998304614105305,0.997485112268201,0.996369324272148,0.996925814207976
"Preventive Behaviors (PB)","arow",10,0.0455757888405043,0.0434457023900476,0.989830379264342,0.0832177767093016,0.998508668633386,0.998267531843668,0.997320096297986,0.997793003101173
"Preventive Behaviors (PB)","arow",50,0.044452006498692,0.0434752764323782,0.991850581284544,0.0832793544927692,0.9990423787044,0.999653979238754,0.998616814221295,0.999134404807095
"Preventive Behaviors (PB)","arow",100,0.0437606004778583,0.0435227540255936,0.993870783304746,0.0833738704595659,0.999340612432962,0.999740596627756,0.999481155823624,0.999610829453969
"Preventive Behaviors (PB)","averaged-perceptron",5,0.215507943246391,0.0433064133719006,0.803721081585738,0.081739023067066,0.825273887049252,0.99063386705757,0.809917701994316,0.87697313192855
"Preventive Behaviors (PB)","averaged-perceptron",10,0.0760944768323411,0.0445990213896785,0.981283687860507,0.0852880272178066,0.950532849663359,0.998678703915999,0.966109516381912,0.981772521032106
"Preventive Behaviors (PB)","averaged-perceptron",50,0.0449709628091089,0.0435758942869338,0.994052189200437,0.0834718912017019,0.997346932333303,0.998185928593245,0.9982708682915,0.998227437496482
"Preventive Behaviors (PB)","averaged-perceptron",100,0.0449709628091089,0.0435758942869338,0.994052189200437,0.0834718912017019,0.998665610107106,0.998702795882283,0.9982708682915,0.99848635517125
"Preventive Behaviors (PB)","l2sgd",5,0.401524592581423,0.0514522173670304,0.617702345043423,0.0780947352067968,0.782807489612193,1,0.60866491864424,0.634776627006311
"Preventive Behaviors (PB)","l2sgd",10,0.395647174313851,0.0511754473987104,0.617702345043423,0.0775898117738078,0.800953458310612,1,0.614542336911813,0.637804034081697
"Preventive Behaviors (PB)","l2sgd",50,0.389422726498881,0.0509811141851498,0.619743161369953,0.0772410498901405,0.806431510002611,0.99974025974026,0.620939720308278,0.640903702724101
"Preventive Behaviors (PB)","l2sgd",100,0.389422726498881,0.0509811141851498,0.619743161369953,0.0772410498901405,0.807342216715326,0.999394538240507,0.620939720308278,0.640730935432567
"Preventive Behaviors (PB)","lbfgs",5,0.0463551582146988,0.0427615564002019,0.971477152901669,0.0818980971144621,0.757122937660063,0.514778548307641,0.994984082098917,0.678489341029064
"Preventive Behaviors (PB)","lbfgs",10,0.0463551582146988,0.0427615564002019,0.971477152901669,0.0818980971144621,0.991475757442592,1,0.994984082098917,0.997485535787679
"Preventive Behaviors (PB)","lbfgs",50,0.0435011597060509,0.0434321338221458,0.991648561082523,0.0831998190588648,0.999591850263763,0.99991341991342,0.999567586214809,0.999740446960729
"Preventive Behaviors (PB)","lbfgs",100,0.0435011597060509,0.0434321338221458,0.991648561082523,0.0831998190588648,0.999591850263763,0.99991341991342,0.999567586214809,0.999740446960729
"Preventive Behaviors (PB)","passive-aggressive",5,0.194214580849008,0.0436180945819207,0.837728225652754,0.0827789813903473,0.968493420705346,0.9996918958256,0.835884068802117,0.901417127803663
"Preventive Behaviors (PB)","passive-aggressive",10,0.078861072139172,0.0384176171310081,0.837728225652754,0.0734387442361836,0.990612465377333,0.999827213822894,0.951237577511953,0.973837324236236
"Preventive Behaviors (PB)","passive-aggressive",50,0.0435876648963624,0.0435154141912641,0.993870783304746,0.0833603720670626,0.999686057803462,1,0.99965409140512,0.99982698958297
"Preventive Behaviors (PB)","passive-aggressive",100,0.0435876648963624,0.0435154141912641,0.993870783304746,0.0833603720670626,0.999686050412413,1,0.99965409140512,0.99982698958297
"Risk Indicator (RI)","arow",5,0.053977028757609,0.0496043847275613,0.990838958534233,0.0944474971704185,0.998304614105305,0.996684566527469,0.994950535325445,0.995813025887158
"Risk Indicator (RI)","arow",10,0.054121120826719,0.0496107789548712,0.990838958534233,0.0944591707145273,0.998508668633386,0.996970899332783,0.994806443256335,0.995884164563031
"Risk Indicator (RI)","arow",50,0.0513799382729914,0.0497328245681519,0.99672131147541,0.0947076221765558,0.9990423787044,0.997560254644817,0.998124410236883,0.997837193202824
"Risk Indicator (RI)","arow",100,0.0513799382729914,0.0497328245681519,0.99672131147541,0.0947076221765558,0.999340612432962,0.998993529834651,0.998124410236883,0.99855594463377
"Risk Indicator (RI)","averaged-perceptron",5,0.801722685469159,0.105640414413407,0.354710515124158,0.155392144349529,0.825273887049252,0.976844301353481,0.183407305717173,0.301784588462989
"Risk Indicator (RI)","averaged-perceptron",10,0.305869028797564,0.0713253513728245,0.950536625512139,0.131350262238796,0.950532849663359,0.995471552934063,0.739017503411275,0.831292877979353
"Risk Indicator (RI)","averaged-perceptron",50,0.055277191092941,0.04876016464452,0.96939761064267,0.0928174573921036,0.997346932333303,0.998257388524663,0.991630379045101,0.994927576374293
"Risk Indicator (RI)","averaged-perceptron",100,0.0506611470392617,0.0487996025423786,0.975031413459572,0.0929143661638474,0.998665610107106,0.998698679323385,0.996823623675981,0.997759244360006
"Risk Indicator (RI)","l2sgd",5,0.524216585934395,0.19184338239463,0.49713536136535,0.145877610404481,0.782807489612193,0.997007266008901,0.474757478142648,0.51814184790232
"Risk Indicator (RI)","l2sgd",10,0.408489014619225,0.194979873224239,0.646679686137513,0.152899697259437,0.800953458310612,0.996264151671441,0.605780448603254,0.613433853701228
"Risk Indicator (RI)","l2sgd",50,0.408489014619225,0.195240865790667,0.652740292198119,0.153400540284687,0.806431510002611,0.998700348788852,0.606357649180455,0.614941340875548
"Risk Indicator (RI)","l2sgd",100,0.408200622405814,0.195227153636214,0.652740292198119,0.15337563635638,0.807342216715326,0.99956678700361,0.606646041393865,0.615518386184658
"Risk Indicator (RI)","lbfgs",5,0.902583086302679,0.106342672799956,0.128681142289756,0.11643809088742,0.757122937660063,0.99296266694168,0.0606166103489515,0.114222377384791
"Risk Indicator (RI)","lbfgs",10,0.0496483369924197,0.0482152333873554,0.963550406203917,0.0918043003901934,0.991475757442592,0.98544496573347,0.996682032568422,0.991031066328163
"Risk Indicator (RI)","lbfgs",50,0.0496486486541748,0.049654899923964,0.99672131147541,0.0945650468785846,0.999591850263763,1,0.9998556998557,0.999927823890292
"Risk Indicator (RI)","lbfgs",100,0.0496486486541748,0.049654899923964,0.99672131147541,0.0945650468785846,0.999591850263763,1,0.9998556998557,0.999927823890292
"Risk Indicator (RI)","passive-aggressive",5,0.0487827437507789,0.0433309659045592,0.858466323495457,0.0824693260334231,0.968493420705346,0.999850968703428,0.987159471946783,0.993428621796777
"Risk Indicator (RI)","passive-aggressive",10,0.0499372489427751,0.0487526553720844,0.977003001616255,0.0928383804754681,0.990612465377333,0.999709820935204,0.997546897546898,0.998622475336295
"Risk Indicator (RI)","passive-aggressive",50,0.0496486486541748,0.049654899923964,0.99672131147541,0.0945650468785846,0.999686057803462,1,0.9998556998557,0.999927823890292
"Risk Indicator (RI)","passive-aggressive",100,0.0496486486541748,0.049654899923964,0.99672131147541,0.0945650468785846,0.999686050412413,0.99985559566787,0.9998556998557,0.99985559564905
"Risk Perception (RP)","arow",5,0.04896354693444,0.0486200987931579,1,0.0926327243110309,0.998304614105305,0.995565910258769,0.99963963963964,0.997587925205493
"Risk Perception (RP)","arow",10,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.998508668633386,0.996447500449231,1,0.998212990713584
"Risk Perception (RP)","arow",50,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.9990423787044,0.998030276799969,1,0.999012686948548
"Risk Perception (RP)","arow",100,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.999340612432962,0.999819657348963,1,0.999909788001804
"Risk Perception (RP)","averaged-perceptron",5,0.125851529866153,0.0264236890250053,0.469747809793893,0.0499705301585942,0.825273887049252,0.997150039257402,0.871625791552097,0.9301590331059
"Risk Perception (RP)","averaged-perceptron",10,0.121709649207759,0.0278400170848538,0.500752519370031,0.0526838433102368,0.950532849663359,0.998986087598305,0.878650230736614,0.934938492799835
"Risk Perception (RP)","averaged-perceptron",50,0.0547187877207137,0.0485815276194903,0.991836734693878,0.0925251929149165,0.997346932333303,0.999458285170884,0.993164326846165,0.996287321628671
"Risk Perception (RP)","averaged-perceptron",100,0.0504028844322717,0.0486910146584733,1,0.0927613468171277,0.998665610107106,0.999460590921674,0.998200302141808,0.998829273011961
"Risk Perception (RP)","l2sgd",5,0.439560554613965,0.100904700743566,0.428785469522797,0.0930143499431833,0.782807489612193,0.999609333063515,0.552869729434073,0.588700076209628
"Risk Perception (RP)","l2sgd",10,0.432895022321681,0.101064178161296,0.436713256022012,0.0933407063995008,0.800953458310612,0.99961741457311,0.560255658090317,0.59281054740431
"Risk Perception (RP)","l2sgd",50,0.406088973610159,0.10959059629211,0.631973295521683,0.109712407308026,0.806431510002611,0.99963963846973,0.606854652221536,0.617624650191831
"Risk Perception (RP)","l2sgd",100,0.405011292155119,0.109693678035279,0.635819449367837,0.109918171870509,0.807342216715326,0.999639801233855,0.608292694036936,0.618349851383717
"Risk Perception (RP)","lbfgs",5,0.131435176909282,0.0257987473228681,0.455368410391452,0.0487692791969388,0.757122937660063,0.999791013584117,0.864602970067739,0.9272908705725
"Risk Perception (RP)","lbfgs",10,0.0703962801215815,0.0259242177579159,0.493475464627538,0.0491996193825412,0.991475757442592,0.999415769659351,0.929242565260306,0.963033205841228
"Risk Perception (RP)","lbfgs",50,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.999591850263763,0.999640610671248,1,0.999820224573846
"Risk Perception (RP)","lbfgs",100,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.999591850263763,0.999640610671248,1,0.999820224573846
"Risk Perception (RP)","passive-aggressive",5,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.968493420705346,0.999102168559725,1,0.99955039896317
"Risk Perception (RP)","passive-aggressive",10,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.990612465377333,0.999281057708029,1,0.999640125080456
"Risk Perception (RP)","passive-aggressive",50,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.999686057803462,0.999102168559725,1,0.99955039896317
"Risk Perception (RP)","passive-aggressive",100,0.0486031865740797,0.0486031865740797,1,0.0926018619453119,0.999686050412413,0.999102168559725,1,0.99955039896317
