"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)",5,32,64,0.0629905256617368,0.0616126290078867,0.958553370131663,0.115759290718133,0.617308202718957,0.586893574742203,0.99572989392968,0.73847591658442
"Disparity Indicators (DI)",5,64,16,0.105039496911482,0.0642956675092586,0.957509262347705,0.120476707337018,0.594760431402936,0.579143057569813,0.953544322360235,0.720409936422478
"Disparity Indicators (DI)",5,64,32,0.0691373611248228,0.0620277256478233,0.958553370131663,0.116485696865596,0.61432894786407,0.586727665780708,0.989583058466594,0.736632245132156
"Disparity Indicators (DI)",5,64,64,0.0654503821701071,0.0617580205512081,0.958553370131663,0.116017257076451,0.614086562877629,0.585102381212863,0.99327003742131,0.736355161389872
"Disparity Indicators (DI)",10,32,16,0.0731708573792268,0.0623258812374702,0.959676974502989,0.11702277790775,0.618893160594826,0.588055401537503,0.985686220923051,0.736611078339091
"Disparity Indicators (DI)",10,32,32,0.0655520827653642,0.0618255796493355,0.959680130695044,0.116144804454777,0.621304327159753,0.588854274812103,0.993305042225916,0.739333265394252
"Disparity Indicators (DI)",10,32,64,0.0805130147032836,0.0627716852914814,0.959116750413354,0.117803945989815,0.62013347662658,0.589733181841412,0.978275757588065,0.735836511637123
"Disparity Indicators (DI)",10,64,16,0.0807846265614065,0.0626876026295499,0.957432921952392,0.117650997056803,0.615518115450898,0.587438839651571,0.977799134335101,0.733842768424822
"Disparity Indicators (DI)",10,64,32,0.0903478420116344,0.0635954218585802,0.959119906605408,0.119219308820164,0.607180132831754,0.586547469288126,0.968440930295665,0.730512198608774
"Disparity Indicators (DI)",10,64,64,0.0704750996072739,0.0620688073997996,0.958556526323718,0.116568129078738,0.609796781733629,0.582435958272079,0.988245320000094,0.73281702942453
"Disparity Indicators (DI)",50,32,16,0.0711567528943822,0.0621687589700502,0.959116750413354,0.116742149374551,0.617962203982404,0.587809982113444,0.987632019396966,0.736914441710358
"Disparity Indicators (DI)",50,32,32,0.0651425324994872,0.0617916457246321,0.959116750413354,0.116076349025086,0.627540789137853,0.592811949231654,0.993646239791861,0.742588413768315
"Disparity Indicators (DI)",50,32,64,0.0636395611124761,0.0617178915206798,0.959680130695044,0.115952358762131,0.628935939180254,0.593413783918891,0.995217563878804,0.743501032666398
"Disparity Indicators (DI)",50,64,16,0.0647332626686439,0.0616887494258208,0.957996302234082,0.11588996948675,0.626317454828177,0.592618115794224,0.993918850927795,0.742509995056489
"Disparity Indicators (DI)",50,64,32,0.0701297876636558,0.0620399924245581,0.958553370131663,0.116517511392223,0.626110926384868,0.592576310777676,0.988590631927761,0.740982081755402
"Disparity Indicators (DI)",50,64,64,0.0629563901716295,0.0615514770072119,0.957619609516876,0.115644328216879,0.627730280971607,0.592869211142111,0.995627522434237,0.743189061861188
"Preventive Behaviors (PB)",5,32,16,0.740737432255142,0.00388661615949489,0.00991129075454362,0.00529324181429306,0.608609002874805,0.742432651132184,0.214008667473352,0.319983944728017
"Preventive Behaviors (PB)",5,32,32,0.682383428667751,0.00145247339340425,0.00970491606983828,0.00250201468042882,0.534013292258242,0.530933332381424,0.272362759850857,0.25513596870226
"Preventive Behaviors (PB)",5,32,64,0.724887387564592,0.0020179141101111,0.00991129075454362,0.00334090625106494,0.617308202718957,0.821586356030592,0.229858712163902,0.3571509574668
"Preventive Behaviors (PB)",5,64,16,0.700683338796388,0.00220050830578403,0.00991129075454362,0.00355291237644179,0.594760431402936,0.578777147160694,0.254062760932106,0.346672642414557
"Preventive Behaviors (PB)",5,64,32,0.713297521320258,0.00146930185142556,0.00766409974330766,0.00246065343709769,0.61432894786407,0.753586830843924,0.24126016578459,0.363667674849839
"Preventive Behaviors (PB)",5,64,64,0.718889778396282,0.00287763970705211,0.00991129075454362,0.00438042704032885,0.614086562877629,0.75566891773857,0.235856321332212,0.356783754198198
"Preventive Behaviors (PB)",10,32,16,0.690964762713613,0.00187127572338599,0.00991129075454362,0.00313906912008095,0.618893160594826,0.777244787477259,0.263781337014881,0.392818048245989
"Preventive Behaviors (PB)",10,32,32,0.693978829225581,0.00162856672526176,0.00991129075454362,0.00279720498066836,0.621304327159753,0.813747570790731,0.260767270502913,0.39042630541432
"Preventive Behaviors (PB)",10,32,64,0.659659659685902,0.00157773500024359,0.00991129075454362,0.0027209309806567,0.62013347662658,0.753799498816176,0.295086440042592,0.422419264513744
"Preventive Behaviors (PB)",10,64,16,0.676729220432999,0.00183425035595849,0.00991129075454362,0.00309102580237374,0.615518115450898,0.752155321349744,0.278016879295495,0.40079309405628
"Preventive Behaviors (PB)",10,64,32,0.698861259770336,0.00137390857729841,0.00766409974330766,0.00232866326579902,0.607180132831754,0.672785023244326,0.255696427334512,0.367844133908319
"Preventive Behaviors (PB)",10,64,64,0.733091234316404,0.00112646253422952,0.00620758705083992,0.00190185146947484,0.609796781733629,0.732050612704096,0.22127768483689,0.333814883054581
"Preventive Behaviors (PB)",50,32,16,0.690870463545337,0.00157773500024359,0.00991129075454362,0.0027209309806567,0.617962203982404,0.771822028813811,0.263875636183157,0.386840082108878
"Preventive Behaviors (PB)",50,32,32,0.664562476058472,0.00163478963845006,0.00991129075454362,0.00280442632497267,0.627540789137853,0.836134559203189,0.290183623670022,0.430684268144399
"Preventive Behaviors (PB)",50,32,64,0.665222807722394,0.000954401385274371,0.00595089471493966,0.00164336173828461,0.628935939180254,0.858339682127261,0.289145933515534,0.432439296293795
"Preventive Behaviors (PB)",50,64,16,0.674836867456497,0.00158645622625416,0.00991129075454362,0.00273371439063131,0.626317454828177,0.845040343520747,0.279909232271997,0.419719923733999
"Preventive Behaviors (PB)",50,64,32,0.657490871378499,0.00162505438293138,0.00991129075454362,0.00278967812008449,0.626110926384868,0.810655661905056,0.297255228349994,0.434354048272651
"Preventive Behaviors (PB)",50,64,64,0.668518073494857,0.00167883634209828,0.00991129075454362,0.00286978346980451,0.627730280971607,0.847155847513072,0.286228026233637,0.427817577833763
"Risk Indicator (RI)",5,32,16,0.949875104079933,NA,0,NA,0.608609002874805,NA,0,NA
"Risk Indicator (RI)",5,32,32,0.949875104079933,NA,0,NA,0.534013292258242,NA,0,NA
"Risk Indicator (RI)",5,32,64,0.949875104079933,NA,0,NA,0.617308202718957,NA,0,NA
"Risk Indicator (RI)",5,64,16,0.949875104079933,NA,0,NA,0.594760431402936,NA,0,NA
"Risk Indicator (RI)",5,64,32,0.949875104079933,NA,0,NA,0.61432894786407,NA,0,NA
"Risk Indicator (RI)",5,64,64,0.949875104079933,NA,0,NA,0.614086562877629,NA,0,NA
"Risk Indicator (RI)",10,32,16,0.949875104079933,NA,0,NA,0.618893160594826,NA,0,NA
"Risk Indicator (RI)",10,32,32,0.949875104079933,NA,0,NA,0.621304327159753,NA,0,NA
"Risk Indicator (RI)",10,32,64,0.949875104079933,NA,0,NA,0.62013347662658,NA,0,NA
"Risk Indicator (RI)",10,64,16,0.949875104079933,NA,0,NA,0.615518115450898,NA,0,NA
"Risk Indicator (RI)",10,64,32,0.949708576186511,0,0,0,0.607180132831754,0.125,0.000166527893422148,0.00165425971877585
"Risk Indicator (RI)",10,64,64,0.949875104079933,NA,0,NA,0.609796781733629,NA,0,NA
"Risk Indicator (RI)",50,32,16,0.949875104079933,NA,0,NA,0.617962203982404,NA,0,NA
"Risk Indicator (RI)",50,32,32,0.949875104079933,NA,0,NA,0.627540789137853,NA,0,NA
"Risk Indicator (RI)",50,32,64,0.949875104079933,NA,0,NA,0.628935939180254,NA,0,NA
"Risk Indicator (RI)",50,64,16,0.949875104079933,NA,0,NA,0.626317454828177,0,0,NA
"Risk Indicator (RI)",50,64,32,0.949875104079933,NA,0,NA,0.626110926384868,NA,0,NA
"Risk Indicator (RI)",50,64,64,0.949875104079933,NA,0,NA,0.627730280971607,NA,0,NA
"Risk Perception (RP)",5,32,16,0.175556148944424,0.000515406492876709,0.00770359501100514,0.000966165494706386,0.608609002874805,0.798422526718773,0.775522064374847,0.785931986319409
"Risk Perception (RP)",5,32,32,0.17204213716784,0.000693015561184925,0.0111518708730741,0.00130352810718102,0.534013292258242,0.736572448725197,0.779416666065798,0.748011225009187
"Risk Perception (RP)",5,32,64,0.142566181875591,0.000700091147970656,0.0111518708730741,0.00131631687423363,0.617308202718957,0.787752780187265,0.808892621358048,0.797387290251598
"Risk Perception (RP)",5,64,16,0.205215105296963,0.000462420024844057,0.00770359501100514,0.000872159306832865,0.594760431402936,0.780534333215089,0.745863108022308,0.759963884165848
"Risk Perception (RP)",5,64,32,0.164484596017466,0.000740174521387363,0.0111518708730741,0.00138800964680557,0.61432894786407,0.786406783438033,0.786974207216172,0.785287926788884
"Risk Perception (RP)",5,64,64,0.17623826021661,0.000464851506518173,0.00770359501100514,0.000875877434656573,0.614086562877629,0.799342676324268,0.774839953102661,0.786117397660362
"Risk Perception (RP)",10,32,16,0.137247908522916,0.000462420024844057,0.00770359501100514,0.000872159306832865,0.618893160594826,0.798301920973649,0.813830304796355,0.805812139355854
"Risk Perception (RP)",10,32,32,0.147912937543499,0.000712310647369643,0.0111518708730741,0.00133830813509779,0.621304327159753,0.802859177230536,0.803545865690139,0.803167630199181
"Risk Perception (RP)",10,32,64,0.146003464250407,0.000708996485541883,0.0111518708730741,0.00133235551793044,0.62013347662658,0.80368631722501,0.805455338983232,0.804515553186481
"Risk Perception (RP)",10,64,16,0.15990586255409,0.000462420024844057,0.00770359501100514,0.000872159306832865,0.615518115450898,0.800451868464522,0.791172350765181,0.794896415368633
"Risk Perception (RP)",10,64,32,0.154542803125401,0.000508154834395969,0.00770359501100514,0.000950685628215411,0.607180132831754,0.757955412518518,0.79653541019387,0.771594499863655
"Risk Perception (RP)",10,64,64,0.166937376301721,0.000760246599956628,0.0111518708730741,0.0014216665030059,0.609796781733629,0.798917341228664,0.784521426931918,0.79094220295797
"Risk Perception (RP)",50,32,16,0.158578527161691,0.00047681291202546,0.00770359501100514,0.000897601445828016,0.617962203982404,0.801852262966859,0.79249968615758,0.797136719485713
"Risk Perception (RP)",50,32,32,0.139348392047138,0.000472535447136318,0.00770359501100514,0.000889931597026302,0.627540789137853,0.804363083474563,0.811729821272133,0.807955500616955
"Risk Perception (RP)",50,32,64,0.130976665659479,0.000706304764334215,0.0111518708730741,0.00132751440331221,0.628935939180254,0.801594780815493,0.820482137574159,0.810723784700696
"Risk Perception (RP)",50,64,16,0.134380418095271,0.000684766085609968,0.0111518708730741,0.00128943815366073,0.626317454828177,0.793825361028153,0.817078385138367,0.804871648356763
"Risk Perception (RP)",50,64,32,0.142177438185808,0.000719516396084053,0.0111518708730741,0.00135022676127774,0.626110926384868,0.804737305277323,0.80928136504783,0.806619587500954
"Risk Perception (RP)",50,64,64,0.141242643431918,0.000696615212744245,0.0111518708730741,0.0013105209153602,0.627730280971607,0.803945260846938,0.81021615980172,0.807021706379782
