"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Clinical History (CH)","passive-aggressive",50,0.9995021003809,1,0.9995021003809,0.999750933888895,0.999749728696272,0.999627097576134,0.9995021003809,0.999564308694494
"Clinical History (CH)","passive-aggressive",100,0.9995021003809,1,0.9995021003809,0.999750933888895,0.99971844447916,0.999378958521397,0.9995021003809,0.999440085151914
"Disparity Indicators (DI)","arow",5,0.999307691120529,0.999748105840786,0.999559337620918,0.999653669721764,0.997247484138588,0.998778960551033,0.999559461409784,0.999168014758311
"Disparity Indicators (DI)","arow",10,0.999370643605446,0.999748120723159,0.999622304966365,0.999685175698726,0.997826122315793,0.998776301169028,0.999622413894702,0.999198649887092
"Disparity Indicators (DI)","arow",50,0.999402104986601,0.999748130641617,0.999653776248819,0.999700927444083,0.99923360024933,0.999779666351904,0.999653875275856,0.999716736157185
"Disparity Indicators (DI)","arow",100,0.999402090132313,0.999748130647858,0.999653761385178,0.999700932398435,0.999499513654152,0.999968508896237,0.999653860421569,0.99981114009935
"Disparity Indicators (DI)","averaged-perceptron",5,0.99845772371677,0.999747917286817,0.998709181902237,0.99922825331149,0.940986601004663,0.922849684669239,0.998709494006025,0.958623200290861
"Disparity Indicators (DI)","averaged-perceptron",10,0.998552221772727,0.9997479173228,0.998803679984702,0.999275568145991,0.981245217192732,0.98477217976388,0.998803992061982,0.991728802550491
"Disparity Indicators (DI)","averaged-perceptron",50,0.998835458397683,0.999747991715986,0.999086990898255,0.999417343832796,0.997669362394446,0.998366386914749,0.999087228686938,0.998726247007162
"Disparity Indicators (DI)","averaged-perceptron",100,0.998992804921125,0.999748031391382,0.999244377037811,0.999496100090307,0.998482783893114,0.999433748924329,0.99924457521038,0.999339045780828
"Disparity Indicators (DI)","l2sgd",5,0.99896114542356,0.999748080839996,0.999212767012436,0.999480192038203,0.792858464444134,0.79626206726128,0.999212915712816,0.866000794556182
"Disparity Indicators (DI)","l2sgd",10,0.999118556328052,0.999748100731674,0.999370197742914,0.999559027738104,0.798130104625364,0.798149753794715,0.999370326617307,0.867038930185455
"Disparity Indicators (DI)","l2sgd",50,0.999181533557637,0.999748100736308,0.99943317498185,0.999590521291008,0.802791674433584,0.803790080571095,0.999433303846892,0.869952983912032
"Disparity Indicators (DI)","l2sgd",100,0.99921307417881,0.999748100811248,0.999464715635765,0.999606335048416,0.803088881845221,0.804066289564657,0.999464844468065,0.870200902156394
"Disparity Indicators (DI)","lbfgs",5,0.98023408059231,0.999743250127651,0.980480966620101,0.99001832376304,0.92537021076579,0.985493526839845,0.980485850881565,0.982979971933552
"Disparity Indicators (DI)","lbfgs",10,0.999118675204453,0.999748085972629,0.999370301811808,0.999559136867331,0.995995605286275,0.996735946463929,0.999370445493708,0.998051272353583
"Disparity Indicators (DI)","lbfgs",50,0.999622334668717,0.999748195033589,0.999874070279258,0.999811125229278,0.999702803594268,0.999905571293673,0.999874104957972,0.999889819546369
"Disparity Indicators (DI)","lbfgs",100,0.999622334668717,0.999748195033589,0.999874070279258,0.999811125229278,0.999702803594268,0.999905571293673,0.999874104957972,0.999889819546369
"Disparity Indicators (DI)","passive-aggressive",5,0.998897994691234,0.999748090394455,0.999149626133005,0.999448131644642,0.994165004088893,0.98946440696296,0.999149764980489,0.994255698046718
"Disparity Indicators (DI)","passive-aggressive",10,0.99965378118155,0.999748209886316,0.999905531644816,0.99982685962709,0.999342975142489,0.998933615259904,0.999905551470806,0.999418733514464
"Disparity Indicators (DI)","passive-aggressive",50,0.999622319800396,0.999748199986573,0.999874060362362,0.999811122748297,0.999749728696272,0.999968508896237,0.999874090089651,0.999921295778105
"Disparity Indicators (DI)","passive-aggressive",100,0.999622319800396,0.999748199986573,0.999874060362362,0.999811122748297,0.99971844447916,0.999968508896237,0.999874090089651,0.999921295778105
"Preventive Behaviors (PB)","arow",5,0.999351422785158,1,0.999351422785158,0.999675571833996,0.997247484138588,0.999630143319464,0.999351422785158,0.99949047234302
"Preventive Behaviors (PB)","arow",10,0.999444144117632,1,0.999444144117632,0.999721964737428,0.997826122315793,0.999907364520611,0.999444144117632,0.999675636268584
"Preventive Behaviors (PB)","arow",50,0.999629286376274,1,0.999629286376274,0.999814578743599,0.99923360024933,0.999167907015573,0.999629286376274,0.999398179660774
"Preventive Behaviors (PB)","arow",100,0.999536822523563,1,0.999536822523563,0.999768336167642,0.999499513654152,0.999629672357604,0.999536822523563,0.999583086657235
"Preventive Behaviors (PB)","averaged-perceptron",5,0.944702488652011,1,0.944702488652011,0.97099631854222,0.940986601004663,0.959250136246831,0.944702488652011,0.951441737963248
"Preventive Behaviors (PB)","averaged-perceptron",10,0.985732032058115,1,0.985732032058115,0.992793209639905,0.981245217192732,0.96870176919684,0.985732032058115,0.977037653734189
"Preventive Behaviors (PB)","averaged-perceptron",50,0.996943500656705,1,0.996943500656705,0.998467350146646,0.997669362394446,0.998149493463139,0.996943500656705,0.997543657645161
"Preventive Behaviors (PB)","averaged-perceptron",100,0.997036264875975,1,0.997036264875975,0.998513462153488,0.998482783893114,0.997416448774924,0.997036264875975,0.997220249925507
"Preventive Behaviors (PB)","l2sgd",5,0.603334020317006,1,0.603334020317006,0.613424661994275,0.792858464444134,0.790120201353791,0.603334020317006,0.608257520665408
"Preventive Behaviors (PB)","l2sgd",10,0.605001802358343,1,0.605001802358343,0.614264643776767,0.798130104625364,0.79733712559405,0.605001802358343,0.612711813794252
"Preventive Behaviors (PB)","l2sgd",50,0.606854984138086,1,0.606854984138086,0.615195803548195,0.802791674433584,0.799841437632135,0.606854984138086,0.614891211110286
"Preventive Behaviors (PB)","l2sgd",100,0.607225611908726,1,0.607225611908726,0.615381439860623,0.803088881845221,0.774224583766558,0.607225611908726,0.614804554244079
"Preventive Behaviors (PB)","lbfgs",5,0.930323647889023,1,0.930323647889023,0.963891170425804,0.92537021076579,0.780298264672915,0.930323647889023,0.84873073900213
"Preventive Behaviors (PB)","lbfgs",10,0.991198169001704,1,0.991198169001704,0.995578587998851,0.995995605286275,1,0.991198169001704,0.995578587998851
"Preventive Behaviors (PB)","lbfgs",50,0.999444058304293,1,0.999444058304293,0.999721943259242,0.999702803594268,0.999444229772039,0.999444058304293,0.999444101146381
"Preventive Behaviors (PB)","lbfgs",100,0.999444058304293,1,0.999444058304293,0.999721943259242,0.999702803594268,0.999444229772039,0.999444058304293,0.999444101146381
"Preventive Behaviors (PB)","passive-aggressive",5,0.980268514070852,1,0.980268514070852,0.989646595738718,0.994165004088893,0.999536993951562,0.980268514070852,0.989415082074807
"Preventive Behaviors (PB)","passive-aggressive",10,0.999351422824905,1,0.999351422824905,0.999675571834003,0.999342975142489,0.999536993951562,0.999351422824905,0.999444058170092
"Preventive Behaviors (PB)","passive-aggressive",50,0.999722007708749,1,0.999722007708749,0.99986095015888,0.999749728696272,0.998889830574788,0.999722007708749,0.999305501612067
"Preventive Behaviors (PB)","passive-aggressive",100,0.999536650896886,1,0.999536650896886,0.999768228786603,0.99971844447916,0.999074758438976,0.999536650896886,0.999305372832418
"Risk Indicator (RI)","arow",5,0.995657155343479,1,0.995657155343479,0.997819976513214,0.997247484138588,0.997955093750871,0.995657155343479,0.996799743892173
"Risk Indicator (RI)","arow",10,0.99693462097701,1,0.99693462097701,0.998461947310771,0.997826122315793,0.998978282376065,0.99693462097701,0.997951378583245
"Risk Indicator (RI)","arow",50,0.998467188026818,1,0.998467188026818,0.999231876517521,0.99923360024933,0.999617102744097,0.998467188026818,0.999040244451088
"Risk Indicator (RI)","arow",100,0.999233471551722,1,0.999233471551722,0.999616368273376,0.999499513654152,0.999744897959184,0.999233471551722,0.999488735854741
"Risk Indicator (RI)","averaged-perceptron",5,0.779881151115645,1,0.779881151115645,0.860340655582342,0.940986601004663,0.988398784639258,0.779881151115645,0.856446701013944
"Risk Indicator (RI)","averaged-perceptron",10,0.924874739539333,1,0.924874739539333,0.960505056842848,0.981245217192732,0.992706430684255,0.924874739539333,0.957141244484002
"Risk Indicator (RI)","averaged-perceptron",50,0.9961673575499,1,0.9961673575499,0.998078072071396,0.997669362394446,0.99656571086273,0.9961673575499,0.996359414264602
"Risk Indicator (RI)","averaged-perceptron",100,0.999105430996836,1,0.999105430996836,0.999552408932642,0.998482783893114,0.998598320160109,0.999105430996836,0.998850817486369
"Risk Indicator (RI)","l2sgd",5,0.576364845203784,1,0.576364845203784,0.589358076730337,0.792858464444134,0.957466472817398,0.576364845203784,0.580899022364268
"Risk Indicator (RI)","l2sgd",10,0.587864076794529,1,0.587864076794529,0.595354988712668,0.798130104625364,0.969806068505392,0.587864076794529,0.592810233028301
"Risk Indicator (RI)","l2sgd",50,0.600511835585475,1,0.600511835585475,0.6017818554817,0.802791674433584,0.971447329174982,0.600511835585475,0.59999922871769
"Risk Indicator (RI)","l2sgd",100,0.600639712823327,1,0.600639712823327,0.601845814547898,0.803088881845221,0.972710163414203,0.600639712823327,0.60069794161115
"Risk Indicator (RI)","lbfgs",5,0.730738083316921,1,0.730738083316921,0.844383991808972,0.92537021076579,0.989106160027618,0.730738083316921,0.84047444329749
"Risk Indicator (RI)","lbfgs",10,0.995015646032775,1,0.995015646032775,0.997499558472593,0.995995605286275,0.997312261822607,0.995015646032775,0.99616146432008
"Risk Indicator (RI)","lbfgs",50,0.999744490552026,1,0.999744490552026,0.999872204459799,0.999702803594268,1,0.999744490552026,0.999872204459799
"Risk Indicator (RI)","lbfgs",100,0.999744490552026,1,0.999744490552026,0.999872204459799,0.999702803594268,1,0.999744490552026,0.999872204459799
"Risk Indicator (RI)","passive-aggressive",5,0.983763022537678,1,0.983763022537678,0.991692950995824,0.994165004088893,0.999872204472843,0.983763022537678,0.991629032811101
"Risk Indicator (RI)","passive-aggressive",10,0.996675436843586,1,0.996675436843586,0.998325812707222,0.999342975142489,1,0.996675436843586,0.998325812707222
"Risk Indicator (RI)","passive-aggressive",50,0.999744490552026,1,0.999744490552026,0.999872204459799,0.999749728696272,1,0.999744490552026,0.999872204459799
"Risk Indicator (RI)","passive-aggressive",100,0.999744490552026,1,0.999744490552026,0.999872204459799,0.99971844447916,0.999744572158365,0.999744490552026,0.999744408932642
"Risk Perception (RP)","arow",5,0.98602491293025,1,0.98602491293025,0.992888299696956,0.997247484138588,0.986707017562361,0.98602491293025,0.986348844760598
"Risk Perception (RP)","arow",10,0.988928724182519,1,0.988928724182519,0.994389101762901,0.997826122315793,0.99055719372953,0.988928724182519,0.98972428252901
"Risk Perception (RP)","arow",50,0.997640157939324,1,0.997640157939324,0.998816317852677,0.99923360024933,0.997107991102216,0.997640157939324,0.997368192195093
"Risk Perception (RP)","arow",100,0.999092063565459,1,0.999092063565459,0.999545578117981,0.999499513654152,0.997291103385911,0.999092063565459,0.99818881037246
"Risk Perception (RP)","averaged-perceptron",5,0.889369229263766,1,0.889369229263766,0.941366516099932,0.940986601004663,0.994004111009768,0.889369229263766,0.938666086075702
"Risk Perception (RP)","averaged-perceptron",10,0.956026554079932,1,0.956026554079932,0.977228916625111,0.981245217192732,0.992957602559016,0.956026554079932,0.973731114423021
"Risk Perception (RP)","averaged-perceptron",50,0.994913547265475,1,0.994913547265475,0.997444566899682,0.997669362394446,0.997108324308077,0.994913547265475,0.99599743356213
"Risk Perception (RP)","averaged-perceptron",100,0.998183467773231,1,0.998183467773231,0.999090825468733,0.998482783893114,0.998192320315064,0.998183467773231,0.998186013495052
"Risk Perception (RP)","l2sgd",5,0.538997395100665,1,0.538997395100665,0.575323050833294,0.792858464444134,0.999636032757052,0.538997395100665,0.575141563530787
"Risk Perception (RP)","l2sgd",10,0.579850373172077,1,0.579850373172077,0.598325558926033,0.798130104625364,1,0.579850373172077,0.598325558926033
"Risk Perception (RP)","l2sgd",50,0.604000834702434,1,0.604000834702434,0.611861257662261,0.802791674433584,1,0.604000834702434,0.611861257662261
"Risk Perception (RP)","l2sgd",100,0.605634558210679,1,0.605634558210679,0.613459428903729,0.803088881845221,1,0.605634558210679,0.613459428903729
"Risk Perception (RP)","lbfgs",5,0.787648878664685,1,0.787648878664685,0.881154410208416,0.92537021076579,1,0.787648878664685,0.881154410208416
"Risk Perception (RP)","lbfgs",10,0.993642632624515,1,0.993642632624515,0.996811014994682,0.995995605286275,0.983119012942432,0.993642632624515,0.98830747977101
"Risk Perception (RP)","lbfgs",50,0.999091569047194,1,0.999091569047194,0.999545495510902,0.999702803594268,1,0.999091569047194,0.999545495510902
"Risk Perception (RP)","lbfgs",100,0.999091569047194,1,0.999091569047194,0.999545495510902,0.999702803594268,1,0.999091569047194,0.999545495510902
"Risk Perception (RP)","passive-aggressive",5,0.999454875132571,1,0.999454875132571,0.99972731369272,0.994165004088893,0.995733333333333,0.999454875132571,0.997570979460914
"Risk Perception (RP)","passive-aggressive",10,0.999454875132571,1,0.999454875132571,0.99972731369272,0.999342975142489,1,0.999454875132571,0.99972731369272
"Risk Perception (RP)","passive-aggressive",50,0.999454875132571,1,0.999454875132571,0.99972731369272,0.999749728696272,1,0.999454875132571,0.99972731369272
"Risk Perception (RP)","passive-aggressive",100,0.999454875132571,1,0.999454875132571,0.99972731369272,0.99971844447916,1,0.999454875132571,0.99972731369272
