"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Disparity Indicators (DI)",50,32,64,0.0632499649982731,0.060225757423825,0.957682392465187,0.113313178727567,0.599349385281445,0.570471755056197,0.993970120217951,0.724896932011543
"Disparity Indicators (DI)",50,64,16,0.064789274775774,0.0603153553808369,0.957682392465187,0.11347226058746,0.599176744060701,0.56999390722867,0.99243081044045,0.724098743361068
"Disparity Indicators (DI)",50,64,32,0.0641290463903562,0.0602695557641902,0.957690530982756,0.113392559573199,0.600212986063914,0.569995047298632,0.99309101909783,0.724274329680473
"Disparity Indicators (DI)",50,64,64,0.0621507089108405,0.0601547564169089,0.957682392465187,0.113188324047396,0.601170831943403,0.569343661256764,0.995069376305384,0.724279319561838
"Preventive Behaviors (PB)",5,32,16,0.822605140613456,0.00051150895140665,0.00235294117647059,0.000840336134453782,0.587968985904171,0.771951422902619,0.13380719779583,0.221270375765206
"Preventive Behaviors (PB)",5,32,32,0.806518609461372,0,0,0,0.589554153980148,0.739101260327285,0.149720718567291,0.247031523687116
"Preventive Behaviors (PB)",5,32,64,0.791830390061444,0,0,0,0.594987137285958,0.79421229925458,0.16440893796722,0.271091421922488
"Preventive Behaviors (PB)",5,64,16,0.793899307462877,0.000391389432485323,0.0018348623853211,0.000645161290322581,0.571792522395355,0.621290618711538,0.162513255732525,0.252972885387623
"Preventive Behaviors (PB)",5,64,32,0.803269987028997,0,0,0,0.590623378795722,0.766778721227924,0.152969340999667,0.251985372122384
"Preventive Behaviors (PB)",5,64,64,0.767437035132983,0,0,0,0.598706781979905,0.804622702595981,0.18880229289568,0.304593568682909
"Preventive Behaviors (PB)",10,32,16,0.752917430316692,0,0,0,0.598501946279098,0.755063513821678,0.203321897711972,0.318809639068273
"Preventive Behaviors (PB)",10,32,32,0.759747267728525,0.000909273384183059,0.00418780356179169,0.00147514877210628,0.583811901243643,0.580814032985356,0.1968383058475,0.291067313389266
"Preventive Behaviors (PB)",10,32,64,0.763653686598457,0,0,0,0.598752986858362,0.7989979693368,0.192585641430207,0.309693268904346
"Preventive Behaviors (PB)",10,64,16,0.78647871244561,0,0,0,0.593713264739803,0.748709550106707,0.169760615583053,0.275539822976983
"Preventive Behaviors (PB)",10,64,32,0.795435574588953,0.00357142857142857,0.00196078431372549,0.00253164556962025,0.593684876866439,0.72175594666672,0.160976689021206,0.256087312182563
"Preventive Behaviors (PB)",10,64,64,0.763029954494888,0.000451467268623025,0.0018348623853211,0.00072463768115942,0.592648250172189,0.694948856162457,0.193382608700515,0.301277745871761
"Preventive Behaviors (PB)",50,32,16,0.753183630134441,0.000481927710843374,0.00235294117647059,8e-04,0.598800552582367,0.760805589994011,0.203228708274845,0.319683975465249
"Preventive Behaviors (PB)",50,32,32,0.756724998094482,0,0,0,0.600904001649371,0.82309333306145,0.199514329934181,0.320887027686329
"Preventive Behaviors (PB)",50,32,64,0.765039504394224,0,0,0,0.599349385281445,0.793135382247887,0.19119982363444,0.307335248569823
"Preventive Behaviors (PB)",50,64,16,0.757929258784491,0,0,0,0.599176744060701,0.771014997298751,0.198310069244172,0.31334368813286
"Preventive Behaviors (PB)",50,64,32,0.755439583469845,0,0,0,0.600212986063914,0.792231112772263,0.200799744558818,0.319107427868453
"Preventive Behaviors (PB)",50,64,64,0.748771232159821,0,0,0,0.601170831943403,0.797410067376059,0.207468095868842,0.328986533984133
"Risk Indicator (RI)",5,32,16,0.950209614999753,NA,0,NA,0.587968985904171,0,0,NA
"Risk Indicator (RI)",5,32,32,0.950209614999753,NA,0,NA,0.589554153980148,0,0,NA
"Risk Indicator (RI)",5,32,64,0.950209614999753,NA,0,NA,0.594987137285958,0,0,NA
"Risk Indicator (RI)",5,64,16,0.950209614999753,NA,0,NA,0.571792522395355,0,0,NA
"Risk Indicator (RI)",5,64,32,0.950209614999753,NA,0,NA,0.590623378795722,0,0,NA
"Risk Indicator (RI)",5,64,64,0.950209614999753,NA,0,NA,0.598706781979905,NA,0,NA
"Risk Indicator (RI)",10,32,16,0.94992163803791,0,0,0,0.598501946279098,0.285714285714286,0.000287976961843053,0.00286532951289398
"Risk Indicator (RI)",10,32,32,0.950209614999753,NA,0,NA,0.583811901243643,NA,0,NA
"Risk Indicator (RI)",10,32,64,0.950065210667623,0,0,0,0.598752986858362,0.0454545454545455,0.000144404332129964,0.00143266475644699
"Risk Indicator (RI)",10,64,16,0.950209614999753,NA,0,NA,0.593713264739803,NA,0,NA
"Risk Indicator (RI)",10,64,32,0.949920806335493,0,0,0,0.593684876866439,1,0.000288808664259928,0.00288392213410238
"Risk Indicator (RI)",10,64,64,0.950065626518832,0,0,0,0.592648250172189,0.0555555555555556,0.000143988480921526,0.0014336917562724
"Risk Indicator (RI)",50,32,16,0.950209614999753,NA,0,NA,0.598800552582367,NA,0,NA
"Risk Indicator (RI)",50,32,32,0.950209614999753,NA,0,NA,0.600904001649371,0,0,NA
"Risk Indicator (RI)",50,32,64,0.950209614999753,NA,0,NA,0.599349385281445,0,0,NA
"Risk Indicator (RI)",50,64,16,0.950209614999753,NA,0,NA,0.599176744060701,NA,0,NA
"Risk Indicator (RI)",50,64,32,0.950065626518832,0,0,0,0.600212986063914,0.0666666666666667,0.000143988480921526,0.00143472022955524
"Risk Indicator (RI)",50,64,64,0.949920806335493,0,0,0,0.601170831943403,0.5,0.000288808664259928,0.00287976961843053
"Risk Perception (RP)",5,32,16,0.173216612743339,0.00601589331861527,0.0946572763235082,0.0113001104432475,0.587968985904171,0.758427655101239,0.787529524473338,0.767981889277942
"Risk Perception (RP)",5,32,32,0.220010863895451,0.00655414842003573,0.0983609800272119,0.012279933733431,0.589554153980148,0.825866246126105,0.741095309324827,0.779856443669291
"Risk Perception (RP)",5,32,64,0.179330416504602,0.00624915325930214,0.0983609800272119,0.0117429532126747,0.594987137285958,0.792085372873066,0.781775756715675,0.785526206682783
"Risk Perception (RP)",5,64,16,0.166709417877641,0.0061099866581451,0.0983609800272119,0.0114985799024617,0.571792522395355,0.773687788938183,0.794396755342636,0.773616649925413
"Risk Perception (RP)",5,64,32,0.169633105890064,0.00617685415485651,0.0983609800272119,0.0116144013963846,0.590623378795722,0.76743801533511,0.791473067330213,0.777272353407125
"Risk Perception (RP)",5,64,64,0.192840247780661,0.00632945523125872,0.0983609800272119,0.0118856991169228,0.598706781979905,0.819094469133626,0.768265925439616,0.792175453535353
"Risk Perception (RP)",10,32,16,0.199480508190994,0.00613236691112732,0.0946572763235082,0.0115128399570185,0.598501946279098,0.840302307891096,0.761265629025683,0.798660791374731
"Risk Perception (RP)",10,32,32,0.178621221855457,0.00623301796586876,0.0983609800272119,0.0117143188150395,0.583811901243643,0.798032127621615,0.782484951364821,0.788715351124761
"Risk Perception (RP)",10,32,64,0.200575821325114,0.00640625025699862,0.0983609800272119,0.0120217333205254,0.598752986858362,0.815502960510426,0.760530351895163,0.786283588056669
"Risk Perception (RP)",10,64,16,0.2097788269527,0.00647067561876145,0.0983609800272119,0.0121345877414283,0.593713264739803,0.848292276212937,0.751327346267578,0.796632366845868
"Risk Perception (RP)",10,64,32,0.180235738237513,0.00620525744389454,0.0983609800272119,0.011668835054491,0.593684876866439,0.790198061947353,0.780870434982765,0.77981857067243
"Risk Perception (RP)",10,64,64,0.199708345892125,0.00617268701528246,0.0946572763235082,0.0115802952415908,0.592648250172189,0.798737025473209,0.761037791324552,0.778010983408415
"Risk Perception (RP)",50,32,16,0.190129911869304,0.00630593400064823,0.0983609800272119,0.0118454267168294,0.598800552582367,0.816289786024185,0.770976261350974,0.79234485415054
"Risk Perception (RP)",50,32,32,0.189050131432507,0.00606289501718073,0.0946572763235082,0.0113894412504884,0.600904001649371,0.812615383598137,0.77169600578417,0.791352284525931
"Risk Perception (RP)",50,32,64,0.184023547629656,0.00627348646541143,0.0983609800272119,0.0117870570259692,0.599349385281445,0.801447562614394,0.777082625590621,0.788066165711442
"Risk Perception (RP)",50,64,16,0.191744889423007,0.0060914487494942,0.0946572763235082,0.0114391564306142,0.599176744060701,0.818645255566294,0.76900124779367,0.792443553707366
"Risk Perception (RP)",50,64,32,0.189225451214473,0.0062938760400916,0.0983609800272119,0.0118242076898677,0.600212986063914,0.821241499047803,0.771880722005805,0.795084208053781
"Risk Perception (RP)",50,64,64,0.204000882602794,0.00642579753347231,0.0983609800272119,0.0120562361444918,0.601170831943403,0.839770236551942,0.757105290617483,0.79609041169006
