"Entity","Label","Type","Class"
"cale","SEX","text","Disparity Indicators (DI)"
"fsmale","SEX","text","Disparity Indicators (DI)"
"maln","SEX","text","Disparity Indicators (DI)"
"femall","SEX","text","Disparity Indicators (DI)"
"femile","SEX","text","Disparity Indicators (DI)"
"femalg","SEX","text","Disparity Indicators (DI)"
"malj","SEX","text","Disparity Indicators (DI)"
"malc","SEX","text","Disparity Indicators (DI)"
"mabe","SEX","text","Disparity Indicators (DI)"
"femple","SEX","text","Disparity Indicators (DI)"
"fevale","SEX","text","Disparity Indicators (DI)"
"fnmale","SEX","text","Disparity Indicators (DI)"
"fymale","SEX","text","Disparity Indicators (DI)"
"bale","SEX","text","Disparity Indicators (DI)"
"fehale","SEX","text","Disparity Indicators (DI)"
"make","SEX","text","Disparity Indicators (DI)"
"fimale","SEX","text","Disparity Indicators (DI)"
"femole","SEX","text","Disparity Indicators (DI)"
"xale","SEX","text","Disparity Indicators (DI)"
"rale","SEX","text","Disparity Indicators (DI)"
"mfle","SEX","text","Disparity Indicators (DI)"
"nemale","SEX","text","Disparity Indicators (DI)"
"mele","SEX","text","Disparity Indicators (DI)"
"eemale","SEX","text","Disparity Indicators (DI)"
"fejale","SEX","text","Disparity Indicators (DI)"
"famale","SEX","text","Disparity Indicators (DI)"
"fewale","SEX","text","Disparity Indicators (DI)"
"fcmale","SEX","text","Disparity Indicators (DI)"
"mall","SEX","text","Disparity Indicators (DI)"
"feaale","SEX","text","Disparity Indicators (DI)"
"gale","SEX","text","Disparity Indicators (DI)"
"femage","SEX","text","Disparity Indicators (DI)"
"eale","SEX","text","Disparity Indicators (DI)"
"sale","SEX","text","Disparity Indicators (DI)"
"femalj","SEX","text","Disparity Indicators (DI)"
"msle","SEX","text","Disparity Indicators (DI)"
"frmale","SEX","text","Disparity Indicators (DI)"
"femyle","SEX","text","Disparity Indicators (DI)"
"oemale","SEX","text","Disparity Indicators (DI)"
"mage","SEX","text","Disparity Indicators (DI)"
"ffmale","SEX","text","Disparity Indicators (DI)"
"femaze","SEX","text","Disparity Indicators (DI)"
"femalf","SEX","text","Disparity Indicators (DI)"
"femape","SEX","text","Disparity Indicators (DI)"
"femace","SEX","text","Disparity Indicators (DI)"
"mame","SEX","text","Disparity Indicators (DI)"
"kale","SEX","text","Disparity Indicators (DI)"
"fmmale","SEX","text","Disparity Indicators (DI)"
"qale","SEX","text","Disparity Indicators (DI)"
"femaue","SEX","text","Disparity Indicators (DI)"
"mqle","SEX","text","Disparity Indicators (DI)"
"mble","SEX","text","Disparity Indicators (DI)"
"kemale","SEX","text","Disparity Indicators (DI)"
"femhle","SEX","text","Disparity Indicators (DI)"
"femalq","SEX","text","Disparity Indicators (DI)"
"mcle","SEX","text","Disparity Indicators (DI)"
"zemale","SEX","text","Disparity Indicators (DI)"
"malg","SEX","text","Disparity Indicators (DI)"
"fjmale","SEX","text","Disparity Indicators (DI)"
"femkle","SEX","text","Disparity Indicators (DI)"
"uemale","SEX","text","Disparity Indicators (DI)"
"wemale","SEX","text","Disparity Indicators (DI)"
"malq","SEX","text","Disparity Indicators (DI)"
"cemale","SEX","text","Disparity Indicators (DI)"
"iale","SEX","text","Disparity Indicators (DI)"
"fvmale","SEX","text","Disparity Indicators (DI)"
"maxe","SEX","text","Disparity Indicators (DI)"
"fhmale","SEX","text","Disparity Indicators (DI)"
"maae","SEX","text","Disparity Indicators (DI)"
"yes","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"y","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"no","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"n","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"nr","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"unk","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"grades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"prof degree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degree","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"tech aysoc degree","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 t 5","EDUCATION","text","Disparity Indicators (DI)"
"bach degree","EDUCATION","text","Disparity Indicators (DI)"
"post grad study","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 12 g","EDUCATION","text","Disparity Indicators (DI)"
"gradem 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"completed gradr 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"no school","EDUCATION","text","Disparity Indicators (DI)"
"spec ed","EDUCATION","text","Disparity Indicators (DI)"
"prof legree","EDUCATION","text","Disparity Indicators (DI)"
"t assoc degree","EDUCATION","text","Disparity Indicators (DI)"
"p degree","EDUCATION","text","Disparity Indicators (DI)"
"aompleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 t 8","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to e","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1r ged","EDUCATION","text","Disparity Indicators (DI)"
"post grad suudy","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degvee","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 t 11","EDUCATION","text","Disparity Indicators (DI)"
"bach cegree","EDUCATION","text","Disparity Indicators (DI)"
"grades q to 11","EDUCATION","text","Disparity Indicators (DI)"
"tech assol degree","EDUCATION","text","Disparity Indicators (DI)"
"complesed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"graoes 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"post g study","EDUCATION","text","Disparity Indicators (DI)"
"b degree","EDUCATION","text","Disparity Indicators (DI)"
"bach degroe","EDUCATION","text","Disparity Indicators (DI)"
"complmted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grade a2 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to b","EDUCATION","text","Disparity Indicators (DI)"
"grrdes 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"bach dkgree","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to q","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to d","EDUCATION","text","Disparity Indicators (DI)"
"bach degrje","EDUCATION","text","Disparity Indicators (DI)"
"bach degret","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc dygree","EDUCATION","text","Disparity Indicators (DI)"
"complexed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"gradez 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"bach degrue","EDUCATION","text","Disparity Indicators (DI)"
"erades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc dogree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrek","EDUCATION","text","Disparity Indicators (DI)"
"bach degeee","EDUCATION","text","Disparity Indicators (DI)"
"completed grade d2 ged","EDUCATION","text","Disparity Indicators (DI)"
"bach degiee","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1k ged","EDUCATION","text","Disparity Indicators (DI)"
"prof degrek","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1e ged","EDUCATION","text","Disparity Indicators (DI)"
"completed geade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"gradel 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to h","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc dagree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrfe","EDUCATION","text","Disparity Indicators (DI)"
"grades n to 8","EDUCATION","text","Disparity Indicators (DI)"
"tech jssoc degree","EDUCATION","text","Disparity Indicators (DI)"
"zrades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"bach degrey","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1p ged","EDUCATION","text","Disparity Indicators (DI)"
"compleqed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to y","EDUCATION","text","Disparity Indicators (DI)"
"grader 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"spec e","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to a","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrev","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to 1f","EDUCATION","text","Disparity Indicators (DI)"
"bach degrke","EDUCATION","text","Disparity Indicators (DI)"
"tech tssoc degree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc drgree","EDUCATION","text","Disparity Indicators (DI)"
"clmpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades l to 5","EDUCATION","text","Disparity Indicators (DI)"
"bach degrre","EDUCATION","text","Disparity Indicators (DI)"
"giades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"nr","EDUCATION","text","Disparity Indicators (DI)"
"csmpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrwe","EDUCATION","text","Disparity Indicators (DI)"
"n school","EDUCATION","text","Disparity Indicators (DI)"
"grades p to 5","EDUCATION","text","Disparity Indicators (DI)"
"grades x to 5","EDUCATION","text","Disparity Indicators (DI)"
"grades y to 5","EDUCATION","text","Disparity Indicators (DI)"
"comxleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grade k2 ged","EDUCATION","text","Disparity Indicators (DI)"
"completad grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech ansoc degree","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1n ged","EDUCATION","text","Disparity Indicators (DI)"
"tech askoc degree","EDUCATION","text","Disparity Indicators (DI)"
"completed goade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades p to 11","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to 1p","EDUCATION","text","Disparity Indicators (DI)"
"jr","EDUCATION","text","Disparity Indicators (DI)"
"studying","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"studying working","EMPLOYMENT","text","Disparity Indicators (DI)"
"self emp","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"ezployed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"stldying","EMPLOYMENT","text","Disparity Indicators (DI)"
"informal w","EMPLOYMENT","text","Disparity Indicators (DI)"
"informal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"stuqying","EMPLOYMENT","text","Disparity Indicators (DI)"
"other","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fn","EMPLOYMENT","text","Disparity Indicators (DI)"
"retired","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fo","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyint","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disability","EMPLOYMENT","text","Disparity Indicators (DI)"
"sbudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"strdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed vt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fz","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyqng","EMPLOYMENT","text","Disparity Indicators (DI)"
"erployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"empeoyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studywng","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyihg","EMPLOYMENT","text","Disparity Indicators (DI)"
"ogher","EMPLOYMENT","text","Disparity Indicators (DI)"
"studqing","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fs","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempuoyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"homedaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"squdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemlloyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"stgdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"stuoying","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemrker","EMPLOYMENT","text","Disparity Indicators (DI)"
"employfd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"swudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emuloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fi","EMPLOYMENT","text","Disparity Indicators (DI)"
"employek ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyvng","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyiig","EMPLOYMENT","text","Disparity Indicators (DI)"
"esployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employcd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemplzyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyikg","EMPLOYMENT","text","Disparity Indicators (DI)"
"employet ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"redired","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemploged","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed pg","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinw","EMPLOYMENT","text","Disparity Indicators (DI)"
"employvd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fk","EMPLOYMENT","text","Disparity Indicators (DI)"
"self e","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed et","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed dt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employpd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempqoyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"imployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"fnemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemauer","EMPLOYMENT","text","Disparity Indicators (DI)"
"nr","EMPLOYMENT","text","Disparity Indicators (DI)"
"homcmaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fb","EMPLOYMENT","text","Disparity Indicators (DI)"
"egployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studuing","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinx","EMPLOYMENT","text","Disparity Indicators (DI)"
"studving","EMPLOYMENT","text","Disparity Indicators (DI)"
"stjdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"syudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakfr","EMPLOYMENT","text","Disparity Indicators (DI)"
"btudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed ut","EMPLOYMENT","text","Disparity Indicators (DI)"
"gtudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"stmdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinn","EMPLOYMENT","text","Disparity Indicators (DI)"
"empkoyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed ff","EMPLOYMENT","text","Disparity Indicators (DI)"
"unmmployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"s emp","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyimg","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fj","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyigg","EMPLOYMENT","text","Disparity Indicators (DI)"
"nmployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakbr","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinu","EMPLOYMENT","text","Disparity Indicators (DI)"
"emqloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed at","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyivg working","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fg","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyfng","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemplowed","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplobed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyrng","EMPLOYMENT","text","Disparity Indicators (DI)"
"homzmaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplryed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studysng","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fq","EMPLOYMENT","text","Disparity Indicators (DI)"
"empluyed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed tt","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakei","EMPLOYMENT","text","Disparity Indicators (DI)"
"stuzying","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempcoyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemaksr","EMPLOYMENT","text","Disparity Indicators (DI)"
"employld pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"uhemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"xnemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"emvloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"efployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"hohemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"kmployed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"studding","EMPLOYMENT","text","Disparity Indicators (DI)"
"vtudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyiig working","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyijg","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemaaer","EMPLOYMENT","text","Disparity Indicators (DI)"
"smudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyisg working","EMPLOYMENT","text","Disparity Indicators (DI)"
"health c disability","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyiqg","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyhng","EMPLOYMENT","text","Disparity Indicators (DI)"
"empnoyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"knformal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"unegployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"stusying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyini","EMPLOYMENT","text","Disparity Indicators (DI)"
"retived","EMPLOYMENT","text","Disparity Indicators (DI)"
"eoployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employev ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fc","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed pu","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakwr","EMPLOYMENT","text","Disparity Indicators (DI)"
"yomemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakjr","EMPLOYMENT","text","Disparity Indicators (DI)"
"employbd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"ftudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fy","EMPLOYMENT","text","Disparity Indicators (DI)"
"stwdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emlloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed lt","EMPLOYMENT","text","Disparity Indicators (DI)"
"inside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"both","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"inaide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsade","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insise","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidd","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsiye","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidb","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"b","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insiae","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"idside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"xnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"oucside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"inhide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insiie","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"iyside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsude","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsidh","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"oukside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insida","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"pnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"inswde","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidv","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ineide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"tnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insode","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ikside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"intide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"igside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidp","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"gutside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ijside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insipe","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"inoide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"onside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insite","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insiqe","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidu","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"fnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ingide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"itside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidm","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"none","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"some","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nong","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"cone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"pone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nofe","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonr","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"a","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"unk","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"fome","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ncne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nane","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noee","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nont","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ione","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"xone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"bone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nxne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nrne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all that open","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nole","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"tone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ngne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noue","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"njne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"eone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somz","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sowe","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonm","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ntne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"kone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nmne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noqe","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nono","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nbne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
