"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Risk Indicator (RI)",10,32,64,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",10,64,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",10,64,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",10,64,64,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,32,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,32,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,32,64,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,64,16,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,64,32,0.0304033485540335,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Indicator (RI)",50,64,64,0.0304033485540335,NA,0,NA,0.587851610562311,NA,0,NA
"Risk Perception (RP)",5,32,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",5,32,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",5,32,64,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",5,64,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",5,64,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",5,64,64,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,32,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,32,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,32,64,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,64,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,64,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",10,64,64,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,32,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,32,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,32,64,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,64,16,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,64,32,0.327347435471807,NA,0,NA,0.585909862989496,NA,0,NA
"Risk Perception (RP)",50,64,64,0.298431772821205,0.166666666666667,0.0111111111111111,0.0833333333333333,0.587851610562311,0.620689655172414,0.0433734939759036,0.321428571428571
