"Class","algorithm","max_iterations","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Preventive Behaviors (PB)","arow",5,0.999057092915076,1,0.999057092915076,0.999528168203593,0.997968032878773,0.999340110609608,0.999057092915076,0.999198435215473
"Preventive Behaviors (PB)","arow",10,0.999151388058876,1,0.999151388058876,0.999575415965756,0.998846236046125,0.998776424563496,0.999151388058876,0.99896346327863
"Preventive Behaviors (PB)","arow",50,0.999528657591759,1,0.999528657591759,0.999764228773507,0.999448968927673,0.999529633113829,0.999528657591759,0.999528879357852
"Preventive Behaviors (PB)","arow",100,0.999528657591759,1,0.999528657591759,0.999764228773507,0.99956951164882,0.999528613154839,0.999528657591759,0.999528613149599
"Preventive Behaviors (PB)","averaged-perceptron",5,0.723136345054795,1,0.723136345054795,0.817069995171232,0.85818505120582,0.975129624450838,0.723136345054795,0.808081141729906
"Preventive Behaviors (PB)","averaged-perceptron",10,0.952115129552947,1,0.952115129552947,0.974976715106048,0.959051139171128,0.982937888991849,0.952115129552947,0.96664583939436
"Preventive Behaviors (PB)","averaged-perceptron",50,0.997360402527394,1,0.997360402527394,0.998677193730454,0.996555107246098,0.995958218074523,0.997360402527394,0.99665634219992
"Preventive Behaviors (PB)","averaged-perceptron",100,0.998397560235356,1,0.998397560235356,0.99919770118243,0.997640273546138,0.99755342502225,0.998397560235356,0.997974618705421
"Preventive Behaviors (PB)","l2sgd",5,0.60339849286569,1,0.60339849286569,0.613132164184307,0.801493905674633,0.878485417517515,0.60339849286569,0.610520383083769
"Preventive Behaviors (PB)","l2sgd",10,0.603963997106972,1,0.603963997106972,0.613416589756404,0.804404723599582,0.840701657320429,0.603963997106972,0.6115905076753
"Preventive Behaviors (PB)","l2sgd",50,0.784055491425255,1,0.784055491425255,0.797466419707495,0.859845038100742,0.922393737089708,0.784055491425255,0.791784796505857
"Preventive Behaviors (PB)","l2sgd",100,0.793866990011494,1,0.793866990011494,0.802746500411625,0.893106426785028,0.88419138292556,0.793866990011494,0.797522316909771
"Preventive Behaviors (PB)","lbfgs",5,0.903082936069367,1,0.903082936069367,0.949071500537137,0.913646661525076,0.77331380878622,0.903082936069367,0.833156940934297
"Preventive Behaviors (PB)","lbfgs",10,0.996983177305666,1,0.996983177305666,0.998489207295785,0.997846647808139,1,0.996983177305666,0.998489207295785
"Preventive Behaviors (PB)","lbfgs",50,0.999340245051838,1,0.999340245051838,0.999669889150865,0.999621026667652,0.999811587376354,0.999340245051838,0.999575638443985
"Preventive Behaviors (PB)","lbfgs",100,0.999340245051838,1,0.999340245051838,0.999669889150865,0.999621026667652,0.999811587376354,0.999340245051838,0.999575638443985
"Preventive Behaviors (PB)","passive-aggressive",5,0.869949762594918,1,0.869949762594918,0.920939327768757,0.972111647814968,0.999270579615438,0.869949762594918,0.920715168195215
"Preventive Behaviors (PB)","passive-aggressive",10,0.971344850888268,1,0.971344850888268,0.984789102050919,0.993543824858694,0.999689927525198,0.971344850888268,0.984648222809709
"Preventive Behaviors (PB)","passive-aggressive",50,0.999811498586239,1,0.999811498586239,0.9999057048562,0.999827761363315,0.999717292232554,0.999811498586239,0.999764317663089
"Preventive Behaviors (PB)","passive-aggressive",100,0.999811498586239,1,0.999811498586239,0.9999057048562,0.999827761363315,0.999811587376354,0.999811498586239,0.999811476352077
"Risk Indicator (RI)","arow",5,0.993836931292873,1,0.993836931292873,0.996889087815678,0.997968032878773,0.997805907172996,0.993836931292873,0.995811809576543
"Risk Indicator (RI)","arow",10,0.996503875968992,1,0.996503875968992,0.998243397466758,0.998846236046125,1,0.996503875968992,0.998243397466758
"Risk Indicator (RI)","arow",50,0.998837209302326,1,0.998837209302326,0.999416909620991,0.999448968927673,1,0.998837209302326,0.999416909620991
"Risk Indicator (RI)","arow",100,0.998837209302326,1,0.998837209302326,0.999416909620991,0.99956951164882,1,0.998837209302326,0.999416909620991
"Risk Indicator (RI)","averaged-perceptron",5,0.49632544104054,1,0.49632544104054,0.613303165758392,0.85818505120582,0.924928618411533,0.49632544104054,0.600771182973678
"Risk Indicator (RI)","averaged-perceptron",10,0.866194806156845,1,0.866194806156845,0.925311352405463,0.959051139171128,0.966609290260662,0.866194806156845,0.910623291455357
"Risk Indicator (RI)","averaged-perceptron",50,0.994508861655219,1,0.994508861655219,0.997244537200169,0.996555107246098,0.998171238570241,0.994508861655219,0.996333597341861
"Risk Indicator (RI)","averaged-perceptron",100,0.998668604417953,1,0.998668604417953,0.999333678878888,0.997640273546138,0.997856553998351,0.998668604417953,0.998257970747466
"Risk Indicator (RI)","l2sgd",5,0.586512735099242,1,0.586512735099242,0.594369129247884,0.801493905674633,0.998110808741063,0.586512735099242,0.593455381325614
"Risk Indicator (RI)","l2sgd",10,0.595673033641907,1,0.595673033641907,0.599314621647981,0.804404723599582,0.998991596638655,0.595673033641907,0.598815899343075
"Risk Indicator (RI)","l2sgd",50,0.601997224774073,1,0.601997224774073,0.605661084411867,0.859845038100742,1,0.601997224774073,0.605661084411867
"Risk Indicator (RI)","l2sgd",100,0.765059344386458,1,0.765059344386458,0.781373212282358,0.893106426785028,1,0.765059344386458,0.781373212282358
"Risk Indicator (RI)","lbfgs",5,0.630652914132221,1,0.630652914132221,0.773393730823545,0.913646661525076,1,0.630652914132221,0.773393730823545
"Risk Indicator (RI)","lbfgs",10,0.99417289716215,1,0.99417289716215,0.997077589240001,0.997846647808139,0.998664717811108,0.99417289716215,0.996413149118526
"Risk Indicator (RI)","lbfgs",50,1,1,1,1,0.999621026667652,1,1,1
"Risk Indicator (RI)","lbfgs",100,1,1,1,1,0.999621026667652,1,1,1
"Risk Indicator (RI)","passive-aggressive",5,0.966025583985018,1,0.966025583985018,0.982654121055343,0.972111647814968,0.999822537710736,0.966025583985018,0.98257083626166
"Risk Indicator (RI)","passive-aggressive",10,0.989502483350657,1,0.989502483350657,0.994679964677012,0.993543824858694,1,0.989502483350657,0.994679964677012
"Risk Indicator (RI)","passive-aggressive",50,1,1,1,1,0.999827761363315,1,1,1
"Risk Indicator (RI)","passive-aggressive",100,1,1,1,1,0.999827761363315,0.999833748960931,1,0.99991683991684
"Risk Perception (RP)","arow",5,0.999047255889963,1,0.999047255889963,0.999523037272439,0.997968032878773,0.990903857424754,0.999047255889963,0.994922430461798
"Risk Perception (RP)","arow",10,0.999047255889963,1,0.999047255889963,0.999523037272439,0.998846236046125,0.995850471876784,0.999047255889963,0.997440611404902
"Risk Perception (RP)","arow",50,0.999237913659267,1,0.999237913659267,0.999618502622795,0.999448968927673,0.999431279620853,0.999237913659267,0.999333737553976
"Risk Perception (RP)","arow",100,1,1,1,1,0.99956951164882,0.999431279620853,1,0.999715234931182
"Risk Perception (RP)","averaged-perceptron",5,0.718875153701503,1,0.718875153701503,0.796241706936399,0.85818505120582,0.976559569482219,0.718875153701503,0.792484323061158
"Risk Perception (RP)","averaged-perceptron",10,0.914519986470905,1,0.914519986470905,0.955150961155439,0.959051139171128,0.93037408147394,0.914519986470905,0.918223126195305
"Risk Perception (RP)","averaged-perceptron",50,0.989912010200843,1,0.989912010200843,0.994898915680615,0.996555107246098,0.995606349469149,0.989912010200843,0.992717815416995
"Risk Perception (RP)","averaged-perceptron",100,0.992958361651035,1,0.992958361651035,0.996439127599816,0.997640273546138,0.998092632257767,0.992958361651035,0.995490960634693
"Risk Perception (RP)","l2sgd",5,0.589361949264001,1,0.589361949264001,0.606083191430506,0.801493905674633,0.840367450907905,0.589361949264001,0.598774107953469
"Risk Perception (RP)","l2sgd",10,0.606286808941712,1,0.606286808941712,0.614827646068368,0.804404723599582,0.846699503695288,0.606286808941712,0.610593223242346
"Risk Perception (RP)","l2sgd",50,0.711710577688031,1,0.711710577688031,0.747928236973441,0.859845038100742,0.925671526321943,0.711710577688031,0.746265929769709
"Risk Perception (RP)","l2sgd",100,0.763851395956347,1,0.763851395956347,0.785556452320344,0.893106426785028,0.927025835560766,0.763851395956347,0.783695517368768
"Risk Perception (RP)","lbfgs",5,0.789646350233231,1,0.789646350233231,0.882453927895188,0.913646661525076,0.983181683187148,0.789646350233231,0.87584103403564
"Risk Perception (RP)","lbfgs",10,0.99885696093278,1,0.99885696093278,0.99942784450709,0.997846647808139,0.995072140265899,0.99885696093278,0.996959883652758
"Risk Perception (RP)","lbfgs",50,1,1,1,1,0.999621026667652,0.999619952408292,1,0.999809885888613
"Risk Perception (RP)","lbfgs",100,1,1,1,1,0.999621026667652,0.999619952408292,1,0.999809885888613
"Risk Perception (RP)","passive-aggressive",5,1,1,1,1,0.972111647814968,0.995162790697674,1,0.997551789077213
"Risk Perception (RP)","passive-aggressive",10,1,1,1,1,0.993543824858694,1,1,1
"Risk Perception (RP)","passive-aggressive",50,1,1,1,1,0.999827761363315,0.999620132953466,1,0.999809885931559
"Risk Perception (RP)","passive-aggressive",100,1,1,1,1,0.999827761363315,0.999620132953466,1,0.999809885931559
