"Class","max_epochs","lstm_units","batch_size","G_Accuracy","G_Precision","G_Recall","G_F1","Accuracy","Precision","Recall","F1"
"Preventive Behaviors (PB)",5,32,32,0.125472334804455,1,0.125472334804455,0.218517004606326,0.531230495129848,0.232800864508421,0.125472334804455,0.161085502332238
"Preventive Behaviors (PB)",5,32,64,0.122413216423958,1,0.122413216423958,0.214092830360488,0.524973696970117,0.235833752838783,0.122413216423958,0.159273064583734
"Preventive Behaviors (PB)",5,64,16,0.132037477176283,1,0.132037477176283,0.222339397319596,0.525116538776165,0.213765090053995,0.132037477176283,0.156407477310383
"Preventive Behaviors (PB)",5,64,32,0.0918257772145504,1,0.0918257772145504,0.165540936953107,0.511678715606882,0.206810114815125,0.0918257772145504,0.126000052835755
"Preventive Behaviors (PB)",5,64,64,0.128517328959516,1,0.128517328959516,0.217974418081871,0.530088939412269,0.219491561463755,0.128517328959516,0.157303833565436
"Preventive Behaviors (PB)",10,32,16,0.105633361208191,1,0.105633361208191,0.186937116688444,0.523132159009255,0.212580203725615,0.105633361208191,0.138910517591749
"Preventive Behaviors (PB)",10,32,32,0.104615657538797,1,0.104615657538797,0.185584552348655,0.548391274926929,0.196460123993717,0.104615657538797,0.133160677446019
"Preventive Behaviors (PB)",10,32,64,0.0958146015239173,1,0.0958146015239173,0.170979606106252,0.514682563336335,0.217176387662104,0.0958146015239173,0.131830380077166
"Preventive Behaviors (PB)",10,64,16,0.154093178235869,1,0.154093178235869,0.259643887974081,0.525460388416672,0.274217690220905,0.154093178235869,0.194553051636653
"Preventive Behaviors (PB)",10,64,32,0.130924005024773,1,0.130924005024773,0.220956309648166,0.527369581265816,0.210723682356682,0.130924005024773,0.155057158648119
"Preventive Behaviors (PB)",10,64,64,0.104337022740873,1,0.104337022740873,0.185295265650939,0.522081711707988,0.202888395033245,0.104337022740873,0.135134343641664
"Preventive Behaviors (PB)",50,32,16,0.124532199833755,1,0.124532199833755,0.212482070707651,0.509958533861092,0.2165676259762,0.124532199833755,0.153887672133531
"Preventive Behaviors (PB)",50,32,32,0.0989650648432761,1,0.0989650648432761,0.176243014852485,0.516854723177833,0.19729637748925,0.0989650648432761,0.129116556535437
"Preventive Behaviors (PB)",50,32,64,0.0915484290602536,1,0.0915484290602536,0.165241540010898,0.508955843605831,0.21113970114495,0.0915484290602536,0.126909041652692
"Preventive Behaviors (PB)",50,64,16,0.12278324369996,1,0.12278324369996,0.214579212039833,0.526054231024476,0.224591995431516,0.12278324369996,0.15680104163204
"Preventive Behaviors (PB)",50,64,32,0.102113212991424,1,0.102113212991424,0.181433715130538,0.510772792171488,0.199169371504228,0.102113212991424,0.132399266256791
"Preventive Behaviors (PB)",50,64,64,0.0954438018082935,1,0.0954438018082935,0.170589086990148,0.52935424494863,0.199873693696325,0.0954438018082935,0.126429852474706
"Risk Indicator (RI)",5,32,16,0.00664749376742157,1,0.00664749376742157,0.0217470268542792,0.503341030977308,0.268349392542941,0.00664749376742157,0.0214509939619898
"Risk Indicator (RI)",5,32,32,0.0327530216193223,1,0.0327530216193223,0.0730225657263504,0.531230495129848,0.219986940396199,0.0327530216193223,0.0428562402181099
"Risk Indicator (RI)",5,32,64,0.00779732729478608,1,0.00779732729478608,0.0255289236856581,0.524973696970117,0.251615156994904,0.00779732729478608,0.0250039052055497
"Risk Indicator (RI)",5,64,16,0.00575292507732572,1,0.00575292507732572,0.0187821910785761,0.525116538776165,0.2625,0.00575292507732572,0.0185385093765208
"Risk Indicator (RI)",5,64,32,0.00511459987563184,1,0.00511459987563184,0.0249950468224471,0.511678715606882,0.231821633188376,0.00511459987563184,0.0244682875400974
"Risk Indicator (RI)",5,64,64,0.0253280471263364,1,0.0253280471263364,0.0590543438577415,0.530088939412269,0.227109999574506,0.0253280471263364,0.0485651431658784
"Risk Indicator (RI)",10,32,16,0.0168848729542964,1,0.0168848729542964,0.0539683563555028,0.523132159009255,0.185938892025849,0.0168848729542964,0.0476508544626474
"Risk Indicator (RI)",10,32,32,0.0220041359871876,1,0.0220041359871876,0.0509744542302838,0.548391274926929,0.235240596990289,0.0220041359871876,0.0407030719524791
"Risk Indicator (RI)",10,32,64,0.00600818991459439,1,0.00600818991459439,0.0196255228309987,0.514682563336335,0.143767174854131,0.00600818991459439,0.0186524521793086
"Risk Indicator (RI)",10,64,16,0.00472949924677287,1,0.00472949924677287,0.0232840104026545,0.525460388416672,0.194947477842215,0.00472949924677287,0.0220086220349563
"Risk Indicator (RI)",10,64,32,0.00588039438743784,1,0.00588039438743784,0.0287997146424113,0.527369581265816,0.265390749601276,0.00588039438743784,0.028340420380772
"Risk Indicator (RI)",10,64,64,0.0131764330565982,1,0.0131764330565982,0.0419691574308698,0.522081711707988,0.188347389772606,0.0131764330565982,0.0349222286948502
"Risk Indicator (RI)",50,32,16,0.00511459987563184,1,0.00511459987563184,0.0249950468224471,0.509958533861092,0.193560606060606,0.00511459987563184,0.0247283495915296
"Risk Indicator (RI)",50,32,32,0.0135601466899608,1,0.0135601466899608,0.0323702577692655,0.516854723177833,0.172369849010893,0.0135601466899608,0.0231929029081766
"Risk Indicator (RI)",50,32,64,0.00588039438743784,1,0.00588039438743784,0.0287997146424113,0.508955843605831,0.249054224464061,0.00588039438743784,0.027407795524078
"Risk Indicator (RI)",50,64,16,0.00217195448973963,1,0.00217195448973963,0.0108009162554617,0.526054231024476,0.144736842105263,0.00217195448973963,0.0105545492679562
"Risk Indicator (RI)",50,64,32,0.0131764330565982,1,0.0131764330565982,0.0419691574308698,0.510772792171488,0.150677911818085,0.0131764330565982,0.0349222286948502
"Risk Indicator (RI)",50,64,64,0.00409150026212343,1,0.00409150026212343,0.0134119414578514,0.52935424494863,0.277098997493734,0.00409150026212343,0.0133327776723236
"Risk Perception (RP)",5,32,16,0.239630091046807,1,0.239630091046807,0.337732042687022,0.503341030977308,0.172076415151266,0.239630091046807,0.196236743341109
"Risk Perception (RP)",5,32,32,0.291543902507372,1,0.291543902507372,0.480622202089461,0.531230495129848,0.238685644380752,0.291543902507372,0.287746002703577
"Risk Perception (RP)",5,32,64,0.350306406514094,1,0.350306406514094,0.569809112463431,0.524973696970117,0.276133564572567,0.350306406514094,0.338165913007901
"Risk Perception (RP)",5,64,16,0.339911415294791,1,0.339911415294791,0.686546964564859,0.525116538776165,0.232031390288905,0.339911415294791,0.328019378611033
"Risk Perception (RP)",5,64,32,0.155915687333184,1,0.155915687333184,0.366989364062543,0.511678715606882,0.168233130076161,0.155915687333184,0.239994146351283
"Risk Perception (RP)",5,64,64,0.334748153686087,1,0.334748153686087,0.416856473055451,0.530088939412269,0.290903450971383,0.334748153686087,0.21432595748334
"Risk Perception (RP)",10,32,16,0.288000900622658,1,0.288000900622658,0.612498433890425,0.523132159009255,0.261820781336944,0.288000900622658,0.320815494608993
"Risk Perception (RP)",10,32,32,0.579280687518254,1,0.579280687518254,0.73170189251765,0.548391274926929,0.351156621260458,0.579280687518254,0.4324995816328
"Risk Perception (RP)",10,32,64,0.220912080197076,1,0.220912080197076,0.381772114545322,0.514682563336335,0.191674339446618,0.220912080197076,0.217729318328935
"Risk Perception (RP)",10,64,16,0.243415077202543,1,0.243415077202543,0.753343179377014,0.525460388416672,0.35111508760093,0.243415077202543,0.445169968689978
"Risk Perception (RP)",10,64,32,0.12740719128461,1,0.12740719128461,0.397454275530873,0.527369581265816,0.175462176947746,0.12740719128461,0.225204167365255
"Risk Perception (RP)",10,64,64,0.302465075246948,1,0.302465075246948,0.634174595628942,0.522081711707988,0.292011726387644,0.302465075246948,0.364253230629485
"Risk Perception (RP)",50,32,16,0.0445269757465765,1,0.0445269757465765,0.194984530992281,0.509958533861092,0.142579954246058,0.0445269757465765,0.114440394511149
"Risk Perception (RP)",50,32,32,0.356490371504599,1,0.356490371504599,0.459796353139002,0.516854723177833,0.225684907499149,0.356490371504599,0.270714078194086
"Risk Perception (RP)",50,32,64,0.214248277540434,1,0.214248277540434,0.492458620379218,0.508955843605831,0.200428805233047,0.214248277540434,0.3033256102424
"Risk Perception (RP)",50,64,16,0.303556477057874,1,0.303556477057874,0.480094766221428,0.526054231024476,0.248896421645902,0.303556477057874,0.287541006635241
"Risk Perception (RP)",50,64,32,0.178562962889701,1,0.178562962889701,0.386221127278024,0.510772792171488,0.165172091494293,0.178562962889701,0.211590106034962
"Risk Perception (RP)",50,64,64,0.283611499857414,1,0.283611499857414,0.556647366092309,0.52935424494863,0.277681163705087,0.283611499857414,0.340910344492937
