"Entity","Label","Type","Class"
"yale","SEX","text","Disparity Indicators (DI)"
"femyle","SEX","text","Disparity Indicators (DI)"
"fimale","SEX","text","Disparity Indicators (DI)"
"femaqe","SEX","text","Disparity Indicators (DI)"
"mkle","SEX","text","Disparity Indicators (DI)"
"femfle","SEX","text","Disparity Indicators (DI)"
"oemale","SEX","text","Disparity Indicators (DI)"
"mole","SEX","text","Disparity Indicators (DI)"
"xale","SEX","text","Disparity Indicators (DI)"
"mele","SEX","text","Disparity Indicators (DI)"
"femase","SEX","text","Disparity Indicators (DI)"
"cale","SEX","text","Disparity Indicators (DI)"
"mule","SEX","text","Disparity Indicators (DI)"
"pale","SEX","text","Disparity Indicators (DI)"
"dale","SEX","text","Disparity Indicators (DI)"
"femalg","SEX","text","Disparity Indicators (DI)"
"mmle","SEX","text","Disparity Indicators (DI)"
"xemale","SEX","text","Disparity Indicators (DI)"
"femhle","SEX","text","Disparity Indicators (DI)"
"femade","SEX","text","Disparity Indicators (DI)"
"semale","SEX","text","Disparity Indicators (DI)"
"malx","SEX","text","Disparity Indicators (DI)"
"femaly","SEX","text","Disparity Indicators (DI)"
"femave","SEX","text","Disparity Indicators (DI)"
"uemale","SEX","text","Disparity Indicators (DI)"
"iemale","SEX","text","Disparity Indicators (DI)"
"vale","SEX","text","Disparity Indicators (DI)"
"fgmale","SEX","text","Disparity Indicators (DI)"
"mple","SEX","text","Disparity Indicators (DI)"
"mals","SEX","text","Disparity Indicators (DI)"
"fvmale","SEX","text","Disparity Indicators (DI)"
"mgle","SEX","text","Disparity Indicators (DI)"
"femwle","SEX","text","Disparity Indicators (DI)"
"femall","SEX","text","Disparity Indicators (DI)"
"made","SEX","text","Disparity Indicators (DI)"
"kale","SEX","text","Disparity Indicators (DI)"
"msle","SEX","text","Disparity Indicators (DI)"
"femahe","SEX","text","Disparity Indicators (DI)"
"maln","SEX","text","Disparity Indicators (DI)"
"fdmale","SEX","text","Disparity Indicators (DI)"
"fecale","SEX","text","Disparity Indicators (DI)"
"fevale","SEX","text","Disparity Indicators (DI)"
"kemale","SEX","text","Disparity Indicators (DI)"
"malt","SEX","text","Disparity Indicators (DI)"
"fekale","SEX","text","Disparity Indicators (DI)"
"rale","SEX","text","Disparity Indicators (DI)"
"malp","SEX","text","Disparity Indicators (DI)"
"memale","SEX","text","Disparity Indicators (DI)"
"fejale","SEX","text","Disparity Indicators (DI)"
"femule","SEX","text","Disparity Indicators (DI)"
"malv","SEX","text","Disparity Indicators (DI)"
"malu","SEX","text","Disparity Indicators (DI)"
"temale","SEX","text","Disparity Indicators (DI)"
"mcle","SEX","text","Disparity Indicators (DI)"
"maie","SEX","text","Disparity Indicators (DI)"
"malf","SEX","text","Disparity Indicators (DI)"
"femala","SEX","text","Disparity Indicators (DI)"
"wemale","SEX","text","Disparity Indicators (DI)"
"myle","SEX","text","Disparity Indicators (DI)"
"fezale","SEX","text","Disparity Indicators (DI)"
"fesale","SEX","text","Disparity Indicators (DI)"
"feoale","SEX","text","Disparity Indicators (DI)"
"femple","SEX","text","Disparity Indicators (DI)"
"mage","SEX","text","Disparity Indicators (DI)"
"wale","SEX","text","Disparity Indicators (DI)"
"maqe","SEX","text","Disparity Indicators (DI)"
"femrle","SEX","text","Disparity Indicators (DI)"
"fsmale","SEX","text","Disparity Indicators (DI)"
"maze","SEX","text","Disparity Indicators (DI)"
"maly","SEX","text","Disparity Indicators (DI)"
"yes","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"y","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"no","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"nr","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"n","HISPANIC_LATINO","text","Disparity Indicators (DI)"
"completed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"bach degree","EDUCATION","text","Disparity Indicators (DI)"
"no school","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degree","EDUCATION","text","Disparity Indicators (DI)"
"spec ed","EDUCATION","text","Disparity Indicators (DI)"
"post grad study","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"grades y to 8","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"completed gkade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grwde 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"t assoc degree","EDUCATION","text","Disparity Indicators (DI)"
"tech azsoc degree","EDUCATION","text","Disparity Indicators (DI)"
"prof degree","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to 1u","EDUCATION","text","Disparity Indicators (DI)"
"tech zssoc degree","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 12 g","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 t 8","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1y ged","EDUCATION","text","Disparity Indicators (DI)"
"bach degrde","EDUCATION","text","Disparity Indicators (DI)"
"b degree","EDUCATION","text","Disparity Indicators (DI)"
"tech assbc degree","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to k","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 t 5","EDUCATION","text","Disparity Indicators (DI)"
"lrades 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"bach degdee","EDUCATION","text","Disparity Indicators (DI)"
"bach negree","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to u","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to g1","EDUCATION","text","Disparity Indicators (DI)"
"graden 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"bach legree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc dmgree","EDUCATION","text","Disparity Indicators (DI)"
"p degree","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 t 11","EDUCATION","text","Disparity Indicators (DI)"
"completld grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"nr","EDUCATION","text","Disparity Indicators (DI)"
"grahes 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1k ged","EDUCATION","text","Disparity Indicators (DI)"
"completzd grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades v to 5","EDUCATION","text","Disparity Indicators (DI)"
"tech apsoc degree","EDUCATION","text","Disparity Indicators (DI)"
"grades z to 8","EDUCATION","text","Disparity Indicators (DI)"
"grades w to 11","EDUCATION","text","Disparity Indicators (DI)"
"bach degrye","EDUCATION","text","Disparity Indicators (DI)"
"grades v to 8","EDUCATION","text","Disparity Indicators (DI)"
"cumpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grawe 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"post grad studb","EDUCATION","text","Disparity Indicators (DI)"
"no s","EDUCATION","text","Disparity Indicators (DI)"
"completed trade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"bach segree","EDUCATION","text","Disparity Indicators (DI)"
"comjleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrme","EDUCATION","text","Disparity Indicators (DI)"
"compleqed grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grade 1n ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grade i2 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degres","EDUCATION","text","Disparity Indicators (DI)"
"fompleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades a to 8","EDUCATION","text","Disparity Indicators (DI)"
"prof degrep","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to p","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc decree","EDUCATION","text","Disparity Indicators (DI)"
"completed grade v2 ged","EDUCATION","text","Disparity Indicators (DI)"
"bach degreq","EDUCATION","text","Disparity Indicators (DI)"
"cxmpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"bach degcee","EDUCATION","text","Disparity Indicators (DI)"
"gradem 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"grates 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"grades i to 11","EDUCATION","text","Disparity Indicators (DI)"
"tech lssoc degree","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrej","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to d1","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc megree","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to j","EDUCATION","text","Disparity Indicators (DI)"
"grafes 1 to 5","EDUCATION","text","Disparity Indicators (DI)"
"ckmpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades m to 11","EDUCATION","text","Disparity Indicators (DI)"
"completed grade k2 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech aksoc degree","EDUCATION","text","Disparity Indicators (DI)"
"spec e","EDUCATION","text","Disparity Indicators (DI)"
"tech ashoc degree","EDUCATION","text","Disparity Indicators (DI)"
"grades s to 5","EDUCATION","text","Disparity Indicators (DI)"
"completed grape 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed grade m2 ged","EDUCATION","text","Disparity Indicators (DI)"
"completed gzade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grages 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to z1","EDUCATION","text","Disparity Indicators (DI)"
"gradvs 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"goades 6 to 8","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrer","EDUCATION","text","Disparity Indicators (DI)"
"grales 9 to 11","EDUCATION","text","Disparity Indicators (DI)"
"tech adsoc degree","EDUCATION","text","Disparity Indicators (DI)"
"p grad study","EDUCATION","text","Disparity Indicators (DI)"
"grades 6 to x","EDUCATION","text","Disparity Indicators (DI)"
"completed grade e2 ged","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc degrge","EDUCATION","text","Disparity Indicators (DI)"
"post g study","EDUCATION","text","Disparity Indicators (DI)"
"bach aegree","EDUCATION","text","Disparity Indicators (DI)"
"cohpleted grade 12 ged","EDUCATION","text","Disparity Indicators (DI)"
"grades h to 8","EDUCATION","text","Disparity Indicators (DI)"
"bach dlgree","EDUCATION","text","Disparity Indicators (DI)"
"s ed","EDUCATION","text","Disparity Indicators (DI)"
"grades 1 to q","EDUCATION","text","Disparity Indicators (DI)"
"tech assoc dtgree","EDUCATION","text","Disparity Indicators (DI)"
"prof degrew","EDUCATION","text","Disparity Indicators (DI)"
"bach deeree","EDUCATION","text","Disparity Indicators (DI)"
"tech assrc degree","EDUCATION","text","Disparity Indicators (DI)"
"grades j to 5","EDUCATION","text","Disparity Indicators (DI)"
"grades 9 to f1","EDUCATION","text","Disparity Indicators (DI)"
"homemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"studying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studying working","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"nr","EMPLOYMENT","text","Disparity Indicators (DI)"
"retired","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"studting","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyhng","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"self emp","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disability","EMPLOYMENT","text","Disparity Indicators (DI)"
"atudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempzoyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"injormal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disamility","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyisg","EMPLOYMENT","text","Disparity Indicators (DI)"
"informal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"sdudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed pz","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed jt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed ps","EMPLOYMENT","text","Disparity Indicators (DI)"
"infdrmal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fd","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempyoyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"uneuployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"stsdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"ptudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emiloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplohed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"hfmemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"employea ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"empxoyed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"other","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemplpyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"oomemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"embloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"self e","EMPLOYMENT","text","Disparity Indicators (DI)"
"stukying","EMPLOYMENT","text","Disparity Indicators (DI)"
"othar","EMPLOYMENT","text","Disparity Indicators (DI)"
"employeg ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakel","EMPLOYMENT","text","Disparity Indicators (DI)"
"studying wooking","EMPLOYMENT","text","Disparity Indicators (DI)"
"gtudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fb","EMPLOYMENT","text","Disparity Indicators (DI)"
"emrloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"seudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed gt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employek pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"rdtired","EMPLOYMENT","text","Disparity Indicators (DI)"
"studving","EMPLOYMENT","text","Disparity Indicators (DI)"
"empldyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"epployed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"stutying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studynng","EMPLOYMENT","text","Disparity Indicators (DI)"
"employad pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyqng","EMPLOYMENT","text","Disparity Indicators (DI)"
"infsrmal work","EMPLOYMENT","text","Disparity Indicators (DI)"
"studying wvrking","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinn","EMPLOYMENT","text","Disparity Indicators (DI)"
"sludying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyini","EMPLOYMENT","text","Disparity Indicators (DI)"
"swudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyind","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplored ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinw","EMPLOYMENT","text","Disparity Indicators (DI)"
"skudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"empqoyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"sfudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studycng","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fp","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyieg","EMPLOYMENT","text","Disparity Indicators (DI)"
"s emp","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyijg","EMPLOYMENT","text","Disparity Indicators (DI)"
"renired","EMPLOYMENT","text","Disparity Indicators (DI)"
"stuiying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed et","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed yt","EMPLOYMENT","text","Disparity Indicators (DI)"
"stedying","EMPLOYMENT","text","Disparity Indicators (DI)"
"stzdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emploned ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemaher","EMPLOYMENT","text","Disparity Indicators (DI)"
"sxudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emwloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyipg","EMPLOYMENT","text","Disparity Indicators (DI)"
"sgudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fu","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplooed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"oaher","EMPLOYMENT","text","Disparity Indicators (DI)"
"homegaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"studymng","EMPLOYMENT","text","Disparity Indicators (DI)"
"hlmemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyiug","EMPLOYMENT","text","Disparity Indicators (DI)"
"retirew","EMPLOYMENT","text","Disparity Indicators (DI)"
"studging","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed rt","EMPLOYMENT","text","Disparity Indicators (DI)"
"spudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"stulying","EMPLOYMENT","text","Disparity Indicators (DI)"
"rettred","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyung","EMPLOYMENT","text","Disparity Indicators (DI)"
"sttdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed tt","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinq","EMPLOYMENT","text","Disparity Indicators (DI)"
"soudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyigg","EMPLOYMENT","text","Disparity Indicators (DI)"
"homeyaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"gnemployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"stxdying working","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyibg","EMPLOYMENT","text","Disparity Indicators (DI)"
"unesployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinj","EMPLOYMENT","text","Disparity Indicators (DI)"
"studiing","EMPLOYMENT","text","Disparity Indicators (DI)"
"stqdying","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemoloyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disabilivy","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed nt","EMPLOYMENT","text","Disparity Indicators (DI)"
"unempltyed","EMPLOYMENT","text","Disparity Indicators (DI)"
"homemakei","EMPLOYMENT","text","Disparity Indicators (DI)"
"wetired","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed mt","EMPLOYMENT","text","Disparity Indicators (DI)"
"wtudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disabilitl","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fm","EMPLOYMENT","text","Disparity Indicators (DI)"
"itudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emmloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"ftudying","EMPLOYMENT","text","Disparity Indicators (DI)"
"emplfyed pt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employtd ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyinc","EMPLOYMENT","text","Disparity Indicators (DI)"
"employep ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"health cond disabllity","EMPLOYMENT","text","Disparity Indicators (DI)"
"empjoyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed zt","EMPLOYMENT","text","Disparity Indicators (DI)"
"employec ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"studyidg","EMPLOYMENT","text","Disparity Indicators (DI)"
"emlloyed ft","EMPLOYMENT","text","Disparity Indicators (DI)"
"uomemaker","EMPLOYMENT","text","Disparity Indicators (DI)"
"nm","EMPLOYMENT","text","Disparity Indicators (DI)"
"employed fa","EMPLOYMENT","text","Disparity Indicators (DI)"
"unegployed","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemployfd","EMPLOYMENT","text","Disparity Indicators (DI)"
"unemployeo","EMPLOYMENT","text","Disparity Indicators (DI)"
"studling","EMPLOYMENT","text","Disparity Indicators (DI)"
"inside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"both","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsade","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"b","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insiee","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insiie","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidw","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insite","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insude","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insibe","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"rnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insfde","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsidv","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insgde","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"oupside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"gnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ouhside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"lnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"intide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"knside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"innide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"iqside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"icside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"tnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidn","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"oftside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"xnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"fnside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"incide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insije","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"indide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"ohtside","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outdide","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insidy","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insido","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"insice","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsipe","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"outsiue","EMPLOYMENT_LOCATION","text","Risk Indicator (RI)"
"u","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"none","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"some","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noee","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonn","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all that open","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"unk","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nine","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"a","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noke","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nyne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"uone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noye","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nont","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nune","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ndne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"vone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonh","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somc","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonq","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonj","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nong","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"kome","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nlne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"zone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noni","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somf","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nwne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
